Status,County,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured_x,% Uninsured_x,# Primary Care Physicians,PCP Rate,PCP Ratio,# Dentists,Dentist Rate,Dentist Ratio,# Mental Health Providers,MHP Rate,MHP Ratio,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population_x,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,Presence of violation,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,Other PCP Ratio,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
Rural,Frio,7125.8291061,,7448.8775203,7805.899475,29.273395985,4.3760984772,3.6440609096,10.769230769,,11.263736264,8.2089552239,17.047330364,28.4,8.8,21.9,16.669570773,17.713204895,6,23,26.086956522,101.0,537.4,67.577639752,,68.646679742,51.162790698,2674,20.052493438,3.0,15.82612,6319:1,5.0,25.5102,3920:1,6.0,30.61224,3267:1,4771.0,,5558.0,2977.0,26.0,,24.0,33.0,35.0,,34.0,37.0,204.0,84.6,1859,5362,34.669899291,358,9300,3.8494623656,34.7,,27.619559377,24.117647059,82027,14510,5.6531357684,1597,4376,36.494515539,14,7.3855243722,44.5,237.49166111,48.0,51.093725052,8.7,No,21.689259645,11.73959445,11.88738269,1.0427528676,84.597121235,,84.499845153,80.393953275,5701,16.7,77.903266411,,77.496359313,77.630431254,219.0,413.1,,429.86375203,394.36505645,,,,,,,,,,,14.426513894,11.931066246,8.3,88.0,565.7,1530,8.2,864.7124659,5.0224340239,,,24.0,18.597875193,34.410302922,468,9.7744360902,61.22449,1633:1,24.114088159,37853,,34916.0,67388.0,79.197530864,58.680614139,21.961039366,,11.0,11.7,3174,70.066225166,432.0,10.490529383,23.637755102,12.132653061,589,3.0051020408,200,1.0204081633,491,2.5051020408,6,0.0306122449,15522,79.193877551,2892,14.755102041,1986,11.104277327,40.734693878,3819,22.181564733
Rural,Gaines,6769.8681449,,4420.6271806,8696.8821204,18.478563592,3.6057630015,3.4660645302,5.4139015019,,6.5404475043,4.8024316109,15.565200697,30.6,8.7,26.4,36.003651717,20.836534776,7,34,20.588235294,38.0,189.5,52.408681842,,69.462092334,39.610185476,5733,30.877363063,5.0,24.41645,4096:1,2.0,9.69086,10319:1,2.0,9.69086,10319:1,5452.0,,4766.0,6081.0,21.0,,20.0,22.0,29.0,,24.0,32.0,227.0,92.6,1744,5100,34.196078431,280,9239,3.0306310207,22.0,,12.630208333,11.195001302,103662,25129,4.125193999,1786,7093,25.179754688,28,13.673210274,14.5,72.607095466,78.0,78.381718971,7.4,Yes,11.932324132,4.6237533998,6.589492431,1.6028495102,74.919334823,,77.047289504,72.620922385,6037,19.9,78.651178834,,81.835604422,76.582123933,186.0,364.5,,271.22964066,426.10888026,16.0,55.867872482,,,,,,,,,11.131453757,10.862102961,8.4,10.0,67.0,2040,10.4,198.55644814,1.1329250721,,,47.0,34.576874692,32.546013401,1661,21.985440106,19.38172,5160:1,15.996784566,52138,63250.0,49617.0,64861.0,56.620357244,53.773111228,40.105203972,,,,4364,76.347095871,308.0,5.93563307,35.987014246,8.6054850276,335,1.6232193042,218,1.0563039054,87,0.421552476,17,0.0823723229,8651,41.917821494,11356,55.024711697,1838,10.313674878,49.685047001,11049,63.043478261
Rural,Garza,6591.9434623,,4872.802995,9151.1135507,19.956283785,3.6258044099,3.3358646876,9.2970521542,,9.6153846154,8.6294416244,15.811006684,27.9,8.8,23.4,13.171335707,21.57385078,0,12,0.0,25.0,389.7,52.98013245,,59.245960503,47.846889952,797,22.29994404,1.0,15.52313,6442:1,2.0,30.63725,3264:1,,,,5448.0,,7271.0,3911.0,24.0,,21.0,24.0,35.0,17.0,26.0,36.0,,71.1,684,2506,27.294493216,70,2117,3.3065658951,26.5,,43.269230769,3.0181086519,93919,28958,3.2432833759,400,1131,35.366931919,8,12.41850357,7.5,117.97090051,18.0,56.010206304,7.1,No,8.1699346405,5.1973684211,2.8758169935,0.0,71.470588235,,71.495766698,73.853989813,1701,19.9,78.052790719,,79.592201233,77.002584506,79.0,430.3,,328.32045752,512.41814489,,,,,,,,,,,11.2469443,10.297245763,8.4,39.0,698.0,630,9.5,117.97629655,1.8259758017,,,,,31.943524346,132,11.81736795,15.31863,6528:1,,46587,92604.0,45806.0,65708.0,72.894482091,,,,,,1115,65.014577259,70.0,4.7619047619,17.12622549,11.151960784,414,6.3419117647,57,0.8731617647,31,0.474877451,6,0.0919117647,3396,52.022058824,2619,40.119485294,1448,22.449612403,34.451593137,1443,22.334004024
Rural,Gillespie,6522.1249834,,5503.3458823,6938.5137357,15.9070735,3.4648657179,3.5313536739,7.7758719268,,7.7134986226,7.9476861167,13.189863565,27.1,7.9,24.9,73.00801224,16.36415611,5,33,15.151515152,125.0,481.5,32.512116317,,59.033989267,18.861993084,4392,23.62687611,30.0,113.11791,884:1,19.0,71.30526,1402:1,23.0,86.3169,1159:1,1861.0,,,,45.0,,35.0,46.0,51.0,,42.0,52.0,291.0,94.9,2492,4511,55.242739969,340,13193,2.5771242325,17.6,,38.073852295,12.491738268,110951,23971,4.628551166,1515,5134,29.509154655,44,16.590626296,13.0,50.219226238,95.0,73.072988378,8.4,Yes,17.966903073,14.162679426,3.829787234,1.7966903073,72.54952627,,72.415865385,74.71604354,8423,21.7,80.577405803,,85.340498192,80.071729108,355.0,308.1,,250.67481497,324.17137277,,,,,,,,,,,10.512746536,10.776456388,13.8,16.0,71.2,3300,12.8,1367.6014306,5.5063068432,,,34.0,18.860179505,29.245081733,1012,18.706099815,56.29363,1776:1,,58412,,43807.0,58141.0,48.657805577,,34.828468934,,27.0,20.8,8234,76.276053729,1375.0,13.405479185,20.205659386,29.235157247,102,0.3827966674,305,1.1446370937,115,0.431584478,38,0.1426105232,6270,23.530736321,19871,74.574044885,1021,4.139133255,51.583727389,13326,53.653822925
Rural,Glasscock,,,,,16.505720531,3.3220876403,3.2846655374,,,,,13.890279868,28.4,6.9,23.1,0.0,20.666829451,4,19,21.052631579,,,,,,,232,20.209059233,0.0,0.0,1314:0,0.0,0.0,1348:0,,,,,,,,48.0,,,,42.0,,15.0,43.0,,100.0,175,356,49.157303371,18,689,2.6124818578,11.5,,8.5365853659,3.8461538462,158750,22422,7.0800999019,47,346,13.583815029,1,7.6103500761,0.0,0.0,,,7.2,No,6.976744186,4.2253521127,3.2558139535,0.0,77.744360902,,,,517,44.3,,,,,,,,,,,,,,,,,,,,10.118210101,10.035910676,9.9,,,120,9.8,276.36623326,22.542107117,,,,,30.86428531,63,17.213114754,0.0,1348:0,,78088,,38333.0,118125.0,34.090909091,,,,,,341,71.789473684,19.0,5.0264550265,25.148367953,15.504451039,21,1.5578635015,5,0.3709198813,1,0.0741839763,2,0.1483679525,501,37.166172107,815,60.459940653,203,14.882697947,45.326409496,1226,100.0
Rural,Gonzales,8192.8040098,10757.503877,7680.1695828,8406.046876,22.142923673,3.9729549035,3.7061414049,8.638996139,14.130434783,7.4738415546,10.317460317,15.441164464,29.4,7.5,27.0,39.17301964,17.091421281,10,64,15.625,42.0,204.2,57.030909882,,72.118959108,36.639292483,4298,24.885646459,8.0,38.32152,2610:1,8.0,38.29034,2612:1,7.0,33.50404,2985:1,4342.0,2746.0,4241.0,4508.0,28.0,28.0,23.0,30.0,38.0,26.0,27.0,42.0,292.0,84.5,1748,4659,37.518780854,326,9361,3.4825339173,26.2,34.302325581,31.997742664,7.1952031979,93613,19946,4.6933219693,1913,5522,34.643245201,28,13.412531136,134.5,652.04217671,84.0,81.461654835,9.7,No,20.0,10.465116279,10.27027027,0.7722007722,77.267080745,,73.72116349,84.756780991,6842,26.8,77.240878097,,79.105629252,77.127609201,289.0,408.0,695.05416653,381.89628342,399.25554478,12.0,53.869635482,,,,,,,,,12.544078302,11.683351573,11.4,17.0,102.7,2480,12.2,2213.5875487,11.17578406,,,43.0,30.05626813,32.774477388,743,12.69434478,52.64921,1899:1,,45052,20820.0,44451.0,57922.0,73.508853681,22.230506426,10.938147384,,,,4822,68.709033913,664.0,10.015082956,27.162207438,16.297324463,1260,6.030727995,379,1.8140046906,109,0.5217058345,25,0.1196573015,10652,50.983583018,8644,41.372708563,1763,9.247311828,49.533336524,12930,65.279951532
Rural,Gray,9702.5120314,,5430.5591582,11784.459293,18.923390843,3.7486752756,3.6606435956,7.0702607159,,7.4626865672,6.697108067,16.599757881,31.9,7.2,24.3,92.367428445,18.990096983,6,24,25.0,84.0,361.9,64.910432034,,82.866741321,54.965188714,3881,22.392107085,9.0,39.60396,2525:1,9.0,40.1714,2489:1,5.0,22.31744,4481:1,6583.0,,6590.0,6737.0,31.0,31.0,19.0,32.0,44.0,26.0,35.0,45.0,260.0,94.7,2874,6238,46.072459122,434,8216,5.282375852,24.0,26.02739726,29.631199661,13.094440723,96254,20661,4.6587290063,1654,5806,28.487771271,38,16.721672167,116.0,497.27783255,94.0,82.149161904,7.1,No,14.363636364,10.323762981,2.4727272727,2.1212121212,85.677419355,,89.172259508,86.59261577,7968,20.7,74.971683941,,83.906026109,73.24389559,377.0,511.1,,297.74930655,593.13185512,13.0,55.648302727,,,,,,,,,11.706696115,11.478747348,10.6,22.0,116.4,3780,16.4,1517.5783525,6.7343170734,,,31.0,19.355765208,32.210886315,769,12.840207046,53.561859999999996,1867:1,13.671875,46599,31042.0,41071.0,51620.0,60.659340659,65.334690817,41.707240949,,19.0,16.6,5995,75.210136746,707.0,9.4379922574,25.531155151,15.867702196,1074,4.7937868238,348,1.5532940546,151,0.6739867881,1,0.0044634887,6477,28.910016069,14169,63.243170862,993,4.6632854325,46.612212105,4369,19.387619259
Rural,Grimes,9495.5909077,14193.741073,7047.2691916,9120.8350625,19.93042711,3.9984732837,3.7726782472,9.5773381295,16.216216216,7.3569482289,9.337860781,17.059185955,30.8,5.8,29.5,39.715832206,17.652564792,16,50,32.0,121.0,439.8,37.742442775,46.843177189,40.961223375,32.98245614,4279,21.048748094,6.0,21.68335,4612:1,6.0,21.366,4680:1,4.0,14.244,7021:1,4501.0,5356.0,6170.0,4267.0,35.0,33.0,45.0,34.0,44.0,35.0,44.0,45.0,286.0,92.8,2890,6694,43.172990738,572,10842,5.2757793765,25.7,44.370860927,35.372585097,24.205801105,95089,18824,5.0514768381,2482,6113,40.601995747,21,7.5891727802,107.5,392.79450453,102.0,74.292040555,10.2,Yes,17.157134925,10.790221717,5.2193225986,1.6657412549,77.488335925,78.442028986,67.87665886,76.941909637,7972,36.5,76.488705613,71.696094207,80.878909603,76.717876294,481.0,462.8,653.01457612,338.23552895,453.0698073,15.0,60.881565062,,,,,,,,,12.44472055,11.837873711,12.2,92.0,400.3,5210,19.2,4312.5535037,16.210169537,,,48.0,25.13536441,32.298678335,785,12.292514876,39.171,2553:1,,48023,22097.0,47981.0,57034.0,65.149171271,41.390538018,33.630239874,5.8,19.0,13.8,6983,77.76169265,822.0,9.5503659812,22.626593547,16.832846663,4297,15.301616694,269,0.9579089808,115,0.4095149918,25,0.0890249982,6840,24.357239513,16364,58.272202835,915,3.5343195952,45.441920091,18331,68.903172455
Rural,Hale,7921.925641,12392.48898,8128.0331003,7055.536231,25.832052084,4.2344687919,3.7117143268,9.6953719977,15.517241379,9.6936634494,8.7400681044,16.707418179,31.3,7.6,25.9,74.063352907,17.372936601,7,20,35.0,184.0,535.5,55.451644845,70.739549839,67.643742954,24.135156879,6218,22.989610678,10.0,29.186,3426:1,9.0,26.36667,3793:1,40.0,117.18521,853:1,4602.0,11004.0,4530.0,4392.0,34.0,31.0,29.0,37.0,32.0,17.0,21.0,37.0,530.0,88.5,4015,8694,46.181274442,637,12418,5.1296505073,27.7,14.331210191,32.794593006,9.2978208232,82601,19559,4.2231709188,3375,9414,35.850860421,51,14.884861221,75.0,221.58864284,102.0,58.877517447,7.6,No,15.067303517,9.2772667543,6.0790273556,1.1289622232,82.250453721,,82.906105991,81.241668254,11330,18.5,76.864344387,71.794635385,77.36419436,77.312339121,410.0,408.0,695.02883594,406.19614631,375.64623397,16.0,42.094185741,,,,20.0,5.46149645,,,,13.54893594,12.047479239,9.0,21.0,76.8,4440,12.7,3420.3216732,9.4293873492,10.0,9.7316971107,38.0,15.439372024,31.79468841,1122,11.484135107,58.59261,1707:1,8.6308178943,43570,37794.0,41085.0,52673.0,71.556642217,36.300066127,22.947176462,,16.0,9.2,6774,60.390478738,1154.0,11.071668426,27.518017226,13.127673288,1651,4.8368195934,592,1.7343411261,217,0.6357297709,40,0.1171852112,20278,59.407042831,11588,33.948555692,1964,6.1392266575,48.110388469,8379,23.099826317
Rural,Hall,9267.0820725,,,,27.005597189,4.8079213405,4.4189960804,13.432835821,,,,19.187443087,29.2,5.9,26.1,42.618550552,14.001350082,2,6,33.333333333,10.0,318.7,44.295302013,,59.190031153,28.277634961,705,29.522613065,1.0,31.867430000000002,3138:1,0.0,0.0,3071:0,,,,5230.0,,,,28.0,,12.0,32.0,17.0,,7.0,18.0,,100.0,265,562,47.153024911,70,1129,6.2001771479,41.4,24.528301887,25.661375661,31.09540636,65176,14689,4.4370617469,260,727,35.763411279,7,22.30720204,8.5,268.90224612,,,7.0,Yes,10.822510823,8.1866197183,2.0779220779,0.6926406926,82.636363636,,,,909,17.9,75.242780029,,,,57.0,463.4,,,,,,,,,,,,,,15.871860882,14.658926601,12.4,,,650,20.5,412.47421552,12.30164675,,,,,33.136503371,116,15.364238411,32.56268,3071:1,,32980,18646.0,31354.0,34095.0,72.848948375,,,,,,779,62.620578778,136.0,11.754537597,22.989254315,23.673070661,246,8.0104200586,45,1.4653207424,13,0.4233148811,2,0.0651253663,1046,34.060566591,1727,56.235753826,216,7.2120200334,50.895473787,3353,100.0
Rural,Hamilton,11075.053908,,,,15.759524352,3.5773964052,3.6319209437,4.8895899054,,,,14.336309387,27.9,6.9,24.7,46.178231772,17.345734006,3,21,14.285714286,16.0,196.1,34.990791897,,35.50295858,35.942492013,1400,22.935779817,8.0,96.33911,1038:1,5.0,59.36832,1684:1,6.0,71.24199,1404:1,8564.0,,,,28.0,,,,19.0,,,,,98.8,901,1649,54.639175258,142,3607,3.9367895758,25.8,,80.056179775,7.6551168413,97354,18466,5.2720675837,415,1675,24.776119403,18,21.676300578,9.0,128.82908674,48.0,115.95883461,8.6,No,14.691943128,9.6463022508,1.3586097946,3.9494470774,71.64305949,,,,2529,23.5,74.49706647,,,,193.0,580.1,,,,,,,,,,,,,,10.8837769,11.229648199,12.1,10.0,143.8,1420,17.2,634.61190442,7.4511201646,,,21.0,36.099221288,28.937324709,267,14.550408719,83.11564999999999,1203:1,,44230,,24954.0,51445.0,53.558718861,,20.454502989,,,,2389,75.67310738,202.0,6.9154399178,21.621942531,25.100926146,54,0.6411778675,154,1.8285442888,70,0.8311564949,6,0.0712419853,1051,12.479221088,7129,84.647352173,226,2.9052577452,50.261220613,5483,64.377128097
Rural,Hansford,9469.6835636,,,,21.674823443,4.0182694339,3.7552080716,5.7195571956,,6.3829787234,4.7619047619,16.351690533,30.3,5.4,25.2,87.689292713,17.417619686,2,9,22.222222222,13.0,231.7,45.267489712,,66.062176166,21.212121212,1253,26.676602086,2.0,36.11412,2769:1,1.0,18.35873,5447:1,2.0,36.71746,2724:1,2454.0,,,,33.0,,33.0,34.0,34.0,,29.0,35.0,,98.9,593,1338,44.319880419,72,2856,2.5210084034,17.1,,45.368421053,2.0958083832,88815,20846,4.260529598,287,1618,17.737948084,10,18.057060311,11.0,220.0440088,32.0,115.69471058,7.1,No,13.45177665,8.9304257529,3.5532994924,1.5228426396,86.14922813,,90.124858116,86.135458167,2009,18.3,76.671445856,,82.366417883,74.461339203,80.0,462.1,,,,,,,,,,,,,,12.719348559,12.007534454,9.7,,,650,11.8,1985.486407,35.372998522,,,17.0,43.863044095,31.613608391,336,19.834710744,36.71746,2724:1,,55761,,30938.0,46594.0,56.941508104,,0.1778349715,,,,1404,72.972972973,143.0,7.9977628635,28.878281623,14.870570956,36,0.6609142647,89,1.6339269323,21,0.3855333211,0,0.0,2582,47.402239765,2761,50.688452359,835,16.21989122,48.889296861,2264,40.334936754
Rural,Hardeman,10522.053182,,,,19.449760902,3.9825053967,3.8143401686,6.8592057762,,,,16.96631408,29.5,6.6,26.2,34.211162116,16.948316105,2,11,18.181818182,10.0,260.4,44.289044289,,61.983471074,38.391224863,756,24.223005447,4.0,102.40655,977:1,4.0,100.15023,999:1,3.0,75.11267,1331:1,4723.0,,,,30.0,,20.0,31.0,31.0,41.0,27.0,31.0,,98.1,377,857,43.990665111,64,1654,3.869407497,29.0,,51.879699248,0.7476635514,82689,15922,5.1933802286,142,901,15.760266371,8,20.481310804,1.5,42.247570765,23.0,116.84616948,7.6,Yes,7.6452599388,7.5471698113,0.244648318,0.0,76.988463874,,,,1268,16.6,75.679560805,,,,73.0,519.2,,,,,,,,,,,,,,12.424160196,12.258755876,11.2,,,640,16.2,552.24917555,13.342574911,,,14.0,50.103786415,32.422195841,154,16.058394161,25.03756,3994:1,,39022,13750.0,39750.0,42784.0,80.052151239,,,,,,1150,75.016307893,90.0,6.4608758076,22.233350025,21.507260891,204,5.1076614922,47,1.1767651477,22,0.5508262394,0,0.0,929,23.259889835,2748,68.803204807,246,6.4482306684,49.499248873,4139,100.0
Rural,Harrison,8951.3194551,12543.877437,3402.4115936,9007.8471261,17.912786135,3.7478143633,3.611280392,7.7446808511,12.083333333,5.0283860503,7.161961367,16.337824649,35.2,6.5,30.8,61.440477823,19.062942714,32,95,33.684210526,353.0,528.9,41.225876771,45.966444496,64.141035259,32.127558306,9562,17.409194356,18.0,27.053839999999997,3696:1,15.0,22.50191,4444:1,15.0,22.50191,4444:1,5647.0,5778.0,4869.0,5596.0,39.0,38.0,26.0,40.0,45.0,35.0,24.0,49.0,900.0,93.5,8270,15905,51.996227601,1530,29410,5.2023121387,22.7,43.078297112,39.243302955,12.338578405,93350,20584,4.535075787,5410,16787,32.227318759,75,11.27243214,233.0,346.65654965,256.0,76.609319404,10.0,Yes,12.274368231,8.7287766652,2.6544913994,1.5926948397,87.535806096,91.163508153,80.188679245,86.705390941,23836,25.8,76.392124458,73.59233375,84.575953868,76.315305144,1043.0,443.9,609.36296167,197.82416278,428.55558938,37.0,54.675493557,,,,43.0,7.20147379,,,,11.558679216,11.45771455,12.6,96.0,176.4,13980,21.0,2919.339153,4.4481101202,20.0,10.002950871,114.0,24.363711747,33.78287358,1815,10.376171964,52.50446,1905:1,6.7860005343,50584,31113.0,47188.0,56412.0,59.352707066,34.071459458,31.126348508,7.3,58.0,17.4,17328,74.16855712,2389.0,10.748189139,25.506668067,16.475900452,13773,20.661256207,804,1.2061025187,510,0.7650650305,85,0.1275108384,8991,13.48764645,42223,63.33988389,1369,2.1994794512,51.100343529,36789,56.054303607
Rural,Hartley,4047.701912,,,,13.645051244,3.0363920824,3.1090812993,6.2645011601,,,,13.204570368,29.1,7.5,24.6,73.804025074,21.901495122,4,25,16.0,,,33.744855967,,58.479532164,24.881516588,818,21.208192896,,,,,,,1.0,17.5716,5691:1,2176.0,,,,28.0,,,,25.0,,,,,94.7,714,2071,34.476098503,58,2947,1.9681031558,9.4,,27.990430622,2.7777777778,99333,25875,3.8389565217,137,1253,10.933758978,10,17.400382808,22.5,364.16605972,15.0,50.301810865,5.9,No,11.299435028,5.3107344633,4.7457627119,2.5423728814,83.972468043,,84.166666667,88.240200167,1708,6.9,81.050594438,,,,46.0,247.2,,,,,,,,,,,,,,9.0753373683,9.2306418796,10.0,,,790,13.3,541.95829745,8.9402556492,,,,,30.356391043,232,17.443609023,,,,69000,,39559.0,69423.0,55.877783532,,,,,,1067,60.832383124,147.0,9.2569269521,20.998067124,14.689861184,372,6.5366367949,40,0.7028641715,37,0.6501493586,1,0.0175716043,1526,26.814268143,3681,64.681075382,344,6.2397968438,39.887541733,3471,57.258330584
Rural,Haskell,8346.6154557,,,,19.136361223,3.8499594986,3.6375603767,5.9701492537,,,,15.683924767,28.0,6.8,26.7,59.738938803,17.712979743,6,19,31.578947368,18.0,313.8,33.138401559,,49.868766404,25.0,882,22.278353119,3.0,52.80760000000001,1894:1,2.0,34.80682,2873:1,3.0,52.210229999999996,1915:1,3201.0,,,,31.0,,15.0,34.0,33.0,,20.0,36.0,,91.1,591,1581,37.381404175,115,2432,4.7286184211,32.8,72.727272727,56.204379562,21.026490066,74484,16761,4.4438875962,449,978,45.91002045,13,22.883295195,7.0,120.57531651,25.0,86.781449597,7.8,Yes,11.159737418,5.7752110173,3.0634573304,2.8446389497,79.472693032,,84.390243902,85.894876913,1688,11.8,77.564553352,,,,96.0,456.9,,,,,,,,,,,,,,11.930080614,11.533132522,10.6,16.0,319.1,940,16.1,675.05407658,11.4435341,,,,,30.941901876,152,13.251961639,,,,35075,16250.0,27986.0,49279.0,72.755741127,15.943257082,13.091922139,,,,1655,77.772556391,139.0,7.0415400203,18.499825966,22.189349112,216,3.7591367908,66,1.1486251305,51,0.8875739645,0,0.0,1678,29.202923773,3685,64.131569788,546,9.8254453842,46.90219283,2809,47.61824038
Rural,Hemphill,7651.4800583,,,,16.482152396,3.5041795291,3.4999469802,5.8035714286,,,,14.720021869,28.4,8.4,23.6,81.822957709,19.445788677,0,6,0.0,5.0,117.3,52.845528455,,67.961165049,43.636363636,716,20.26032824,4.0,96.87576,1032:1,,,,1.0,24.850890000000003,4024:1,3104.0,,,,38.0,,,,37.0,,25.0,38.0,64.0,83.6,514,990,51.919191919,58,2335,2.4839400428,15.5,,,,113691,31901,3.5638694712,351,1325,26.490566038,9,21.797045289,14.0,324.22417786,18.0,86.726090099,6.9,No,8.8737201365,7.1672354949,4.7098976109,0.0,76.24602333,,58.670143416,89.246054939,1438,14.1,76.940261194,,,,51.0,406.9,,,,,,,,,,,,,,10.722847522,10.838021712,9.5,,,500,11.9,75.356136402,1.9794099396,,,14.0,48.602673147,30.61205846,212,15.317919075,49.701789999999995,2012:1,,64338,,34375.0,85469.0,41.323971916,,,,,,929,68.409425626,89.0,7.0691024623,31.585487078,14.289264414,13,0.3230616302,65,1.6153081511,46,1.1431411531,5,0.1242544732,1334,33.151093439,2568,63.817097416,298,7.7082255561,50.372763419,1026,26.95035461
Rural,Henderson,10992.4261,15049.527819,4699.5833536,11580.783622,17.927299642,3.9784744071,3.8474006194,7.2866730585,12.33933162,6.1550759392,7.1491615181,17.166487235,33.2,6.2,32.6,63.132226354,16.992467096,18,68,26.470588235,249.0,313.0,43.28673793,40.995607613,49.89480012,41.948244602,13038,21.156654659,27.0,33.79182,2959:1,27.0,33.30702,3002:1,37.0,45.64295,2191:1,5226.0,7749.0,1541.0,5103.0,40.0,38.0,35.0,40.0,50.0,40.0,41.0,50.0,706.0,95.8,8330,17096,48.724847918,1476,35566,4.1500309284,26.2,48.016415869,39.929615593,23.955431755,89258,20015,4.4595553335,5221,17320,30.144341801,90,11.263939125,269.0,339.83740865,358.0,89.842524625,10.4,Yes,14.338482203,11.417859577,3.0725319006,1.3767629281,81.984393875,80.0,78.321193202,82.006668687,25111,41.2,74.573541108,71.623158759,91.39924896,73.986641793,1647.0,520.6,628.01315744,195.08118698,546.57418447,49.0,70.579762333,178.38030681,,66.755674232,42.0,6.6698427823,,,,12.072089465,12.078817909,11.0,108.0,160.6,14880,18.8,9657.3277122,12.297315377,37.0,15.383975718,141.0,25.341708678,32.570700119,1964,10.951876429,48.110139999999994,2079:1,10.370188772,44500,26881.0,32442.0,47010.0,64.96984098,46.766026872,35.287281564,4.0,75.0,18.8,22968,75.406283857,3340.0,11.591185147,21.348564098,21.858038093,5064,6.246916017,745,0.9190269417,550,0.6784762657,83,0.1023882365,10458,12.900917793,63338,78.133326754,1626,2.1630682045,51.203986973,47206,60.110528192
Rural,Hill,8763.7397503,13695.045186,5000.3299278,9588.0793131,17.781155434,3.8831308048,3.7489649182,7.898448519,17.874396135,6.0538116592,7.7238150965,16.735587904,29.1,7.3,29.0,51.104334692,17.800870052,11,69,15.942028986,96.0,275.4,39.128281327,47.858942065,52.44285074,31.825460368,6194,22.638888889,11.0,31.35958,3189:1,12.0,33.47094,2988:1,16.0,44.62791,2241:1,5490.0,5232.0,1448.0,5517.0,37.0,30.0,36.0,37.0,39.0,29.0,27.0,40.0,458.0,95.7,3726,7564,49.259650978,626,16142,3.8780820221,22.2,50.713153724,34.433229814,21.070518267,92231,20119,4.5842735722,2408,8171,29.470077102,42,11.973657953,59.5,170.7366065,157.0,89.481633467,10.1,Yes,16.434108527,11.067193676,4.3410852713,2.3643410853,79.912878522,71.383647799,81.11969112,79.3154165,11374,40.5,76.413332135,70.323179478,88.466949347,75.704712798,610.0,447.8,737.54174806,282.48133015,467.76003381,19.0,57.346372087,,,,,,,,,11.950838401,11.854101462,11.6,37.0,127.4,6140,17.6,797.93451456,2.2740303644,16.0,15.125160705,66.0,26.833413291,30.584628211,1153,13.556731335,25.103199999999998,3984:1,,47162,28295.0,42888.0,49096.0,63.734776725,48.484798546,28.981446883,5.3,38.0,21.7,9350,73.773078744,1312.0,10.970816958,23.449179962,20.598571907,2347,6.5463572465,327,0.9120830079,197,0.5494812005,49,0.136672989,7461,20.810554502,25200,70.288965748,1055,3.1960980339,50.178511659,26761,76.266066289
