,Member,,FIPS,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
,,% Severe Housing Cost Burden,0.042226067,-0.104595758,-0.12630795,-0.167683856,-0.304289626,0.153764869,0.221543632,0.294701859,0.10043918,-0.108407216,-0.102399781,-0.021313043,0.285882618,0.154431614,-0.114150955,0.017068377,0.241806111,-0.036168475,0.287720891,0.314567948,0.145955618,0.295959012,0.166337365,-0.099251132,-0.136031049,-0.150183327,-0.30222823,0.283606714,-0.096413656,0.299002729,0.22342998,0.263771222,0.375388439,0.290787174,0.325402343,-0.046951039,0.062393555,-0.033801186,-0.02013293,0.269205049,0.169600028,0.260413522,0.273574736,0.35734071,0.216544018,0.351739617,0.354816156,0.295719771,-0.324435285,0.277583755,0.280409442,0.121748302,0.273148173,0.283843567,0.114560064,0.098661834,-0.026770789,0.250404147,0.153599112,-0.038871814,-0.236221719,0.338551819,0.284809476,0.284964996,0.327497211,0.316400481,-0.320414923,0.241092618,0.225715599,0.289265866,-0.294315774,0.457079201,0.685785426,0.870676366,0.085610196,0.043533103,0.06377428,-0.075563471,0.090779189,-0.012264604,0.282721039,0.043821745,0.001514858,0.104187933,0.107714582,0.305803584,0.29695703,-0.11243704,-0.07769448,-0.210219243,-0.271510234,0.312981694,-0.146661356,-0.180745073,-0.070425698,-0.202156457,0.276957895,-0.188737648,0.219158711,-0.098722737,-0.17624263,0.221128188,0.289777806,-0.105931704,0.240841127,0.135777902,0.282603142,0.293014493,0.341504639,-0.093467373,0.285651829,-0.240059257,0.300086314,-0.383238966,0.342020931,0.279289635,-0.341920302,0.104980908,-0.392083913,-0.000217032,0.028522437,-0.1210481,-0.018844503,0.155333048,0.244124067,0.283422804,-0.13088695,0.285171204,-0.398429445,0.290834342,-0.318271483,0.296019752,1,-0.004429663,-0.237620769,0.226473691,0.31328311,0.278502992,-0.184045446,0.211100462,0.234341627,0.256550836,0.142526048,0.2900988,0.010600259,0.291908848,-0.13033094,0.25736305,-0.043500421,0.13430507,0.357308369,-0.385534086
,,Segregation index,0.006559712,-0.112463589,-0.036824025,-0.1282646,-0.143834671,0.124099568,0.116312478,0.10194948,-0.053860788,-0.081577977,-0.061565236,-0.034289849,0.077399497,0.012388872,-0.039104732,0.048941252,0.045181961,-0.024287374,0.112461721,0.128535856,-0.003986245,0.105333602,-0.084214374,0.053318673,0.008224488,-0.086711785,-0.012950891,0.14560908,0.088705553,0.104294091,0.087556064,0.100066556,0.16853302,0.097866126,0.136959917,-0.116876363,-0.089740262,-0.174775404,-0.161214582,0.029609433,0.138880208,0.035097691,0.029475472,0.254466186,0.094031397,0.262159904,0.225863265,0.137041976,-0.08874963,0.107754714,0.119478609,0.102892295,0.13243625,0.117075602,0.005587258,0.066701366,-0.110644776,-0.132117772,0.067457091,0.023833508,-0.065606866,0.200339699,0.140129206,0.134512463,0.078563092,0.126552144,-0.223054543,0.105575753,-0.048536876,0.12117999,-0.19512492,0.041235031,0.306700393,0.259177413,0.194676543,0.114280802,-0.122806144,-0.192969037,0.059210623,-0.175316771,0.117447704,-0.030756648,0.105625041,0.113537356,0.021173082,0.157057145,0.132798,-0.106230985,-0.063490794,-0.122016077,-0.113035429,0.133268076,0.030856243,0.505875924,0.23541549,0.062005245,0.112730771,0.076439204,0.319015666,0.346172315,0.113658654,0.137514543,0.131573106,-0.086758006,0.089326915,-0.055580919,0.113808849,-0.063891452,0.189364125,0.172129845,0.067588636,0.059205677,0.132791959,-0.198956577,0.080984403,0.142495107,-0.070984056,0.011864995,0.052466905,0.009014471,0.151898938,0.037007488,-0.015433417,0.050975418,1,0.563691338,-0.132843681,0.086207721,-0.324386204,0.128296688,-0.131549393,0.121013587,0.244124067,0.116448785,-0.078356211,0.083377436,-0.163542317,0.112308874,-0.155212127,0.068614113,0.054695474,0.09228549,-0.062783202,0.16276858,0.094637227,0.094793765,-0.050813552,0.15332318,0.182284612,0.096211006,0.125284449,-0.234893926
,,% Vaccinated,0.029996502,-0.121150371,-0.18266528,-0.504908879,-0.207706521,-0.258716549,-0.215908717,-0.089179577,-0.106481902,-0.158077288,-0.304309462,-0.153142772,0.030893857,0.18352658,-0.090665103,0.084379035,0.156866884,0.249958329,0.22296242,0.250347027,-0.007998745,0.205776727,0.064666686,-0.388524471,-0.405539853,-0.332615887,-0.350296344,0.201200878,-0.377738137,0.246473228,0.204356899,0.206400961,0.458451196,0.214466433,0.325442326,-0.048170536,-0.231426902,-0.161698372,-0.217667,0.617348301,0.32915701,0.377973415,0.530043408,1,0.651161759,0.829003694,0.982297783,0.2319059,-0.076150354,0.22953965,0.220158411,0.252411661,0.210721949,0.234405544,-0.03661023,-0.326612608,-0.198335168,-0.014295947,-0.130863907,0.318959358,0.280468978,-0.106091515,0.198356789,0.222747967,0.076856267,0.2766327,-0.300667064,0.153070686,0.222008166,0.231063967,-0.234918779,0.585728602,0.270400079,0.406611177,-0.03914517,-0.034787437,0.192537023,-0.092594091,0.090354145,0.00259171,0.233053765,0.299320643,0.036382426,0.107368488,0.304279666,0.232604709,0.24306848,-0.177861385,-0.213600998,-0.485174568,-0.205404,0.183411061,-0.161969637,-0.189120013,-0.281199109,-0.410850084,0.129473317,0.011625976,-0.080124613,-0.22652706,-0.16766063,-0.221622224,-0.125853921,-0.000861807,0.158021672,0.106012447,0.23206741,0.312767552,0.221168926,-0.138715788,0.138531574,-0.103141816,0.233495982,-0.398417253,0.089091446,0.208486888,-0.371570222,-0.117584158,-0.362754899,0.392607015,0.162222599,0.077121263,0.221953598,-0.209582455,0.254466186,0.398195766,-0.298911962,0.19383314,-0.162638162,0.251946409,-0.139125926,0.214655529,0.35734071,-0.055847431,-0.195239965,0.181684048,0.309027506,0.212065419,-0.307196384,0.205308899,0.273578239,0.194595403,0.104340941,0.166261208,-0.299745722,0.309439088,0.200339452,0.15158051,-0.193756038,0.152925662,0.512995855,-0.231235124
,,% Vaccinated (Hispanic),0.0193322,-0.147172283,-0.057796344,-0.351131615,-0.212779146,-0.138869552,-0.127618985,-0.074966434,-0.1081737,-0.10426195,-0.205764058,-0.174489106,-0.007329086,0.174268518,-0.129813769,0.005722899,0.169029715,0.158524849,0.207371855,0.233908021,0.025490347,0.204867793,0.191360967,-0.324039152,-0.336876251,-0.330627209,-0.338559365,0.199219358,-0.330362579,0.23612102,0.186361032,0.193405138,0.384952743,0.206964822,0.308886938,-0.101004144,-0.228940668,-0.143659994,-0.212148579,0.422107633,0.19827091,0.307287979,0.372600656,0.829003694,0.496704592,1,0.793791315,0.235455123,-0.095109865,0.218072297,0.211705831,0.263489966,0.204720805,0.222825234,0.005333695,-0.202598096,-0.263113413,-0.029221478,-0.119856633,0.250400144,0.205700198,-0.016225464,0.198949928,0.218301544,0.141171018,0.252571457,-0.312571155,0.147535748,0.214988113,0.218767544,-0.214570863,0.523733563,0.305482556,0.398648567,0.032922605,0.02233879,0.157667913,-0.056007318,0.147113845,-0.06467937,0.221904433,0.25685281,0.031796915,0.130220128,0.085518614,0.267704568,0.231904134,-0.118555872,-0.081199177,-0.328331807,-0.191564511,0.184407251,-0.202195717,-0.408214622,-0.262907134,-0.506794332,0.180289729,-0.065533432,-0.321420181,-0.31804706,-0.397258682,-0.124556166,-0.087388119,-0.006924658,0.139724896,0.207030089,0.21274747,0.19286305,0.242077288,-0.008649918,0.178843385,-0.134190983,0.224439752,-0.355925163,0.096516792,0.203825941,-0.335614137,0.037236316,-0.111140595,0.264854266,0.195191734,0.165660532,0.158003864,-0.122252568,0.262159904,0.360367276,-0.278048091,0.171899947,-0.185483519,0.239982341,-0.086522726,0.205224551,0.351739617,-0.044447307,-0.144278489,0.160743427,0.23545295,0.201888194,-0.294611382,0.183133637,0.235913619,0.202093493,0.082147279,0.189259553,-0.165476815,0.272547084,0.083570577,0.159724032,-0.173849309,0.156805133,0.43742226,-0.197390274
,,Severe Housing Cost Burden,-0.014554509,-0.168409922,-0.156576182,-0.290840623,-0.357692001,0.081749723,0.161990828,0.256916957,0.059931179,-0.110516255,-0.134744403,-0.074066294,0.28018075,0.127691697,-0.119726932,-0.049975718,0.25111944,0.013639834,0.304543087,0.335751262,0.111550329,0.317109241,0.158721973,-0.185362916,-0.262389909,-0.177614206,-0.384876001,0.301730164,-0.086954578,0.320819668,0.332693274,0.281602326,0.421240188,0.30822916,0.382483319,-0.055778221,-0.009278825,-0.093454995,-0.025044812,0.317672149,0.247164527,0.218702035,0.326561783,0.406611177,0.302160497,0.398648567,0.423295674,0.318127296,-0.33206882,0.300753315,0.301458926,0.177862052,0.291626443,0.306793712,0.055646501,0.03971809,-0.022639559,0.194669482,0.047247631,0.025405521,-0.115106407,0.220703434,0.301048576,0.305383336,0.29770561,0.345208557,-0.33395196,0.2523367,0.250011645,0.311793818,-0.34889948,0.493541568,0.77626394,1,0.086271507,0.049386201,0.05034742,-0.110185422,0.10012484,-0.024168534,0.305139989,0.056822895,0.042117392,0.138139279,0.207977528,0.345003066,0.321899874,-0.180013425,-0.112941939,-0.300934885,-0.333416542,0.312841326,-0.261308757,-0.275174609,-0.130295251,-0.201112281,0.267724596,-0.246631221,0.201451289,-0.153450101,-0.244962108,0.15776363,0.251202118,-0.103213902,0.253154927,0.123178539,0.304766751,0.333676739,0.361635133,-0.112951757,0.289182656,-0.282266751,0.331127485,-0.459642745,0.312259122,0.298187238,-0.292517065,0.148771499,-0.414172219,0.057308014,0.056303034,-0.12659942,0.0381219,0.112645709,0.259177413,0.290217204,-0.158413947,0.287607319,-0.396063708,0.315266249,-0.345138918,0.321407822,0.870676366,0.015409571,-0.270163609,0.243344,0.337756756,0.298091358,-0.224068322,0.230897859,0.277145827,0.275715416,0.143240688,0.302775464,-0.055129234,0.32553628,-0.070482943,0.270379814,-0.052372535,0.151283517,0.419555518,-0.381131353
,,Annual Average Violent Crimes,-0.047960062,-0.170876956,-0.113132234,-0.133659238,-0.1874832,-0.015476439,-0.040216093,-0.021336089,0.062192835,-0.055546658,-0.008450495,-0.032587691,-0.140147312,-0.093629863,0.033312657,-0.158717696,0.212853987,0.050856436,0.971991137,0.955732911,0.095568593,0.965551051,0.101364821,-0.082733603,-0.113489579,-0.069761953,-0.213888124,0.967761892,-0.05068142,0.921964146,0.167383152,0.950808071,0.28138628,0.904235106,0.258227412,-0.026306509,-0.012463532,5.62E-05,-0.086499257,0.08984975,0.035248689,0.040583097,0.106192639,0.153070686,0.085226653,0.147535748,0.177090266,0.927214075,-0.150300478,0.939064252,0.958952647,0.149524541,0.972386281,0.94719037,-0.003349703,-0.058821174,-0.131052763,-0.009477271,-0.112187758,0.156463052,0.084043413,0.02193377,0.966914821,0.954807838,0.063651165,0.909679499,-0.167766803,1,0.285713454,0.970399351,-0.189570995,0.259669343,0.221007455,0.2523367,0.084553508,-0.049146204,-0.007201395,-0.009774022,0.037048074,0.071509237,0.950748503,0.106624923,0.125446854,0.073065465,0.007373027,0.185095332,0.963267527,-0.149173517,-0.126750599,-0.137780542,-0.186709834,0.971472,-0.082501262,-0.116082242,-0.096032734,-0.17821963,0.96523943,-0.03304599,0.06407363,0.029971245,-0.110036759,-0.021077757,-0.045195521,-0.141359832,0.961964571,0.271452508,0.959165888,0.029086216,0.872500328,-0.058637815,0.961231232,-0.052963159,0.963708876,-0.252482971,0.165911627,0.968518191,-0.142776439,0.122598561,-0.151870917,0.129238625,0.087185395,0.029388389,0.232783396,0.028960199,0.105575753,0.134156626,0.13215193,0.981384526,-0.166180544,0.939713252,-0.267826403,0.96693676,0.241092618,0.096979738,-0.22115787,0.944741613,0.217906899,0.964479481,-0.069306968,0.87859665,0.357909661,0.846984498,0.083629718,0.928603773,0.059791243,0.85784611,-0.165802383,0.952784419,0.106347896,0.075725569,0.278425047,-0.271871099
,,% Screened,-0.083940589,-0.172152633,-0.213557508,-0.424799383,-0.302175583,-0.419956684,-0.364484405,-0.163715743,-0.175684685,-0.151206267,-0.268951526,-0.235528899,-0.166396712,0.075948217,-0.063887055,0.046323592,0.201530359,0.243869533,0.137253152,0.161971175,0.095674542,0.158285054,0.124670106,-0.520429334,-0.237315013,-0.403912396,-0.447451004,0.121801089,-0.36814914,0.183679683,0.226885168,0.147803788,0.325276603,0.168523108,0.37361424,-0.187891085,-0.079452693,-0.196095599,-0.124508393,1,0.496462434,0.601407563,0.924204258,0.617348301,0.317033431,0.422107633,0.607736576,0.157552964,0.027406073,0.166280311,0.15092769,0.44427238,0.132799387,0.164926239,-0.202384056,-0.438617249,-0.105146597,-0.090000156,-0.197136646,0.381682786,0.378699872,-0.203063549,0.125471197,0.14835218,-0.077457036,0.212023374,-0.074390821,0.08984975,0.086816469,0.170202452,-0.168381309,0.44169586,0.091418825,0.317672149,-0.202416486,-0.165152336,0.101844901,-0.144023981,-0.044638076,0.023953354,0.164422846,0.218858942,0.071758559,0.096228897,0.321653201,0.353186704,0.179217553,-0.233367563,-0.293852535,-0.442545698,-0.362656915,0.099520873,-0.13377265,-0.116834339,-0.193497805,-0.168301653,0.02168181,0.065111392,-0.051405118,-0.057497734,0.075079228,-0.377702902,-0.241856847,0.100212339,0.089774129,0.01064992,0.1633668,0.306834094,0.148356561,-0.176837808,0.036735735,-0.14207066,0.164581699,-0.315050564,-0.125797433,0.12768512,-0.185876183,0.038892204,-0.432577623,0.442458208,0.119335268,0.17220543,0.256768405,-0.396134518,0.029609433,0.341054239,-0.297607452,0.104446571,-0.150405004,0.178548472,-0.085005552,0.148145279,0.269205049,-0.141794935,0.010858625,0.121020377,0.244241037,0.143553777,-0.270943597,0.147558589,0.22439167,0.16360282,0.1645587,0.090630232,-0.429417943,0.246005042,0.361815823,0.068942822,-0.327635657,0.255558882,0.411329892,-0.06971447
,,% Screened (White),-0.186160512,-0.173060809,-0.236113267,-0.358356787,-0.324720215,-0.471822627,-0.41924149,-0.192176288,-0.196659618,-0.136294436,-0.243869009,-0.25772019,-0.257630507,0.004835054,-0.052597689,0.027524123,0.20674422,0.202220475,0.148236879,0.171655169,0.139232366,0.171157699,0.218475895,-0.508780264,-0.230716733,-0.409851128,-0.472536146,0.138336269,-0.350895627,0.214678503,0.339938422,0.172317645,0.364981712,0.195286702,0.415762069,-0.257340813,-0.128682012,-0.191424518,-0.188501184,0.924204258,0.399148016,0.449522803,1,0.530043408,0.321118801,0.372600656,0.548216747,0.170651818,0.025977188,0.18806902,0.170686331,0.525999932,0.149134306,0.185012507,-0.31000114,-0.417263751,-0.071368019,-0.111864981,-0.298144242,0.37361869,0.369238606,-0.193680392,0.142669359,0.1668427,-0.09074947,0.234067655,-0.004164202,0.106192639,0.079358051,0.176704392,-0.104361053,0.464337698,0.056071035,0.326561783,-0.26275232,-0.176177177,0.157824885,-0.153216491,0.021644694,-0.017154673,0.184685594,0.161476399,0.065015261,0.127120226,0.258607551,0.386030029,0.17849913,-0.171698348,-0.30066587,-0.370555252,-0.39246301,0.131351734,-0.123509848,-0.161953524,-0.191104264,-0.219750674,0.075112198,0.068811287,-0.074122728,-0.062565726,0.039767674,-0.435233653,-0.293151796,0.136394392,0.103436824,0.022329443,0.182376313,0.279621757,0.165592747,-0.207215836,0.082577501,-0.228007796,0.177175557,-0.304259531,-0.174696467,0.144298126,-0.129512605,0.149310961,-0.445665271,0.399809047,0.070608766,0.168200797,0.264810882,-0.385352588,0.029475472,0.285201491,-0.262182073,0.129857777,-0.109533597,0.19733014,-0.13704997,0.168179499,0.273574736,-0.187406306,0.088938529,0.140878849,0.241876098,0.162987729,-0.179272565,0.171973136,0.267580377,0.18861568,0.172753169,0.106212649,-0.436678579,0.265529349,0.378711308,0.080711984,-0.429195798,0.287000784,0.401982656,-0.061874246
,,# African American,-0.053031547,-0.181284203,-0.143689964,-0.186554191,-0.206541208,-0.067945772,-0.107316843,-0.079789403,0.054587148,-0.074082282,-0.054943194,-0.053737393,-0.141434895,-0.089765681,0.007858569,-0.15192285,0.219614608,0.05228087,0.947373441,0.939744136,0.091774503,0.91934166,0.08846935,-0.12146597,-0.119899276,-0.096492433,-0.224287853,0.949464099,-0.087606618,0.924251957,0.170807473,0.952332204,0.296339168,0.892753634,0.253651279,-0.018853782,-0.00192788,-0.00809558,-0.059411007,0.121020377,0.088085574,0.039265679,0.140878849,0.181684048,0.127387114,0.160743427,0.209210401,0.928445595,-0.143889866,0.93185184,0.948288146,0.172092246,0.949096682,0.946625086,-0.015931764,-0.104194698,-0.132108915,-0.024921303,-0.122801428,0.20322335,0.134954833,-0.00377654,0.947638215,0.942636618,0.04370844,0.932146517,-0.161003798,0.944741613,0.238317299,0.949175069,-0.198773681,0.284663927,0.191986803,0.243344,0.047968387,-0.071891611,0.00115301,0.010486999,0.024487006,0.081653428,0.94811244,0.150019312,0.131395743,0.061686508,0.056976302,0.190483815,0.949651492,-0.161380429,-0.167691904,-0.197095892,-0.207861931,0.962508707,-0.075155692,-0.15304699,-0.146366956,-0.178288208,0.963594795,-0.002165755,0.070684679,0.004324733,-0.145364335,-0.086095654,-0.093168382,-0.134775133,0.976549474,0.306052626,0.977460442,0.084532067,0.824304391,-0.072119024,0.953056389,-0.069368676,0.940681006,-0.259246048,0.156109139,0.952876049,-0.152073945,0.119478578,-0.166493047,0.185533978,0.09032526,0.050095324,0.272168051,-0.00837613,0.083377436,0.171873865,0.131990005,0.965266123,-0.1538915,0.932291681,-0.258354875,0.957787531,0.226473691,0.08348255,-0.222167702,1,0.304398471,0.94116078,-0.078727137,0.92523798,0.461655934,0.831539507,0.092197835,0.853701917,-0.003734152,0.886879169,-0.134656357,0.925625504,0.081630506,0.075828983,0.250740129,-0.264219364
,,# HIV Cases,-0.06434812,-0.182465227,-0.119513165,-0.146302685,-0.193178379,-0.038997013,-0.085366143,-0.056049311,0.057258112,-0.064548222,-0.021783531,-0.056469366,-0.191591957,-0.154124454,0.016778524,-0.186096492,0.241577981,0.04036274,0.971721716,0.957332806,0.147413974,0.934543886,0.130898988,-0.101077291,-0.100208085,-0.068710594,-0.216346633,0.964729755,-0.021834508,0.925655143,0.174447932,0.962251973,0.312187299,0.916267345,0.270972978,-0.054614957,-0.014880235,-0.01183756,-0.094880895,0.089774129,0.049043384,0.031733795,0.103436824,0.158021672,0.099453988,0.139724896,0.191002233,0.923771045,-0.152660225,0.931198216,0.953240709,0.170715645,0.951377938,0.94503697,-0.038675183,-0.074684716,-0.122355134,-0.017093766,-0.126731759,0.177180946,0.109482078,0.011914501,0.960558478,0.943453223,0.073430621,0.928628157,-0.188625502,0.961964571,0.251014941,0.960349741,-0.190275216,0.254837,0.217696956,0.253154927,0.076523338,-0.084648949,-0.056919636,0.001533476,0.00163243,0.068732472,0.943882075,0.120260191,0.168316049,0.068040961,0.023864138,0.186788312,0.952278618,-0.190579517,-0.138006494,-0.151928046,-0.196108802,0.965371702,-0.07585517,-0.11746169,-0.114348456,-0.173848897,0.966354836,-0.025689615,0.086842828,0.005439235,-0.143656026,-0.056393287,-0.073375492,-0.151419286,1,0.320625818,0.966494756,0.031206961,0.843302339,-0.060628334,0.96683408,-0.036987116,0.950480206,-0.259673166,0.122647651,0.963421688,-0.109715839,0.180642103,-0.133794358,0.146549416,0.068280046,0.039440646,0.270680131,0.021181172,0.089326915,0.137204663,0.13340669,0.964934023,-0.156135226,0.924614536,-0.335985981,0.969170276,0.240841127,0.088634459,-0.227734776,0.976549474,0.227639797,0.958730564,-0.044402299,0.887160352,0.368335698,0.801625104,0.056387353,0.897642391,0.04356975,0.851025462,-0.1598002,0.956074247,0.140444174,0.070057091,0.223362101,-0.276702615
,,Dentist Rate,-0.043879937,-0.187219662,-0.250191651,-0.294766247,-0.335600123,-0.141688019,-0.12641649,-0.047282019,-0.035328629,-0.001983243,-0.147519434,-0.066658587,-0.021855753,0.083824193,0.086156338,-0.020899179,0.405449222,0.19909926,0.347816453,0.377178223,0.041665898,0.355503322,0.052399825,-0.200662878,-0.109355343,-0.122622079,-0.298443492,0.313655291,-0.294659806,0.38745211,0.61276228,0.360515864,1,0.381217618,0.570254169,-0.134635055,-0.151673131,-0.170533571,-0.21894509,0.325276603,0.182086737,0.168569783,0.364981712,0.458451196,0.208931931,0.384952743,0.471446424,0.385453256,-0.2627065,0.358820624,0.346899412,0.262037135,0.31823335,0.357104488,-0.060004791,-0.216148033,-0.153094828,0.017486591,-0.191090681,0.229032842,0.16590688,-0.072440742,0.326654709,0.343818121,0.05515559,0.412398324,-0.236620216,0.28138628,0.262436591,0.363044905,-0.275533797,0.435762368,0.275973526,0.421240188,-0.034255154,-0.080472582,0.046191425,-0.100522119,0.149357005,0.092355902,0.357898174,-0.02990365,0.063296709,0.105648976,0.108839953,0.265446711,0.362889714,-0.148536266,-0.256241489,-0.292337287,-0.327568836,0.374286037,-0.190170025,-0.336989377,-0.028138642,-0.215114412,0.388435513,-0.045218164,-0.048177371,0.253017458,0.195862955,-0.1349876,-0.096735218,-0.120718433,0.312187299,0.007400773,0.347050056,0.202551667,0.347360953,-0.272027185,0.397514218,-0.145705153,0.365010761,-0.346003283,0.167203019,0.320213283,-0.410442964,0.23117289,-0.467050625,0.266662114,0.20966744,-0.022943798,0.19884606,-0.02815437,0.16853302,0.219311661,-0.180336911,0.381028805,-0.253119015,0.37051211,-0.273604965,0.340586188,0.375388439,-0.011542491,-0.223950349,0.296339168,0.278593892,0.353495791,-0.196127836,0.306157228,0.374367203,0.361717456,0.212831554,0.299861795,-0.124112537,0.409984328,0.004314237,0.252598136,-0.114974731,0.154887361,0.427759284,-0.543356676
,,% Severe Housing Problems,0.019294434,-0.204137781,-0.109014758,-0.066121644,-0.259086692,0.444556708,0.439079589,0.357989376,0.075141281,-0.060691777,-0.094361231,-0.086190335,0.336369241,0.107477659,0.000463599,-0.106521225,0.172373379,-0.173183667,0.26076941,0.288034285,0.043459673,0.256220601,0.14946462,0.124237161,-0.193713779,0.004132983,-0.278868063,0.282826231,0.131582044,0.258271312,0.176747107,0.233730982,0.275973526,0.247670706,0.225406416,0.060293143,-0.045670091,0.02570088,-0.104395058,0.091418825,0.126861693,0.097730877,0.056071035,0.270400079,0.207645122,0.305482556,0.25172266,0.269950581,-0.33259109,0.241909717,0.2552334,-0.090682047,0.261117708,0.254078208,0.221240883,0.224864802,-0.033288342,0.242818964,0.212738496,-0.104021705,-0.21994274,0.253170921,0.277282975,0.270106566,0.284194782,0.269275189,-0.426889006,0.221007455,0.270938705,0.251021176,-0.44932927,0.344089642,1,0.77626394,0.638933857,0.295492297,-0.01546694,-0.048679482,0.148815512,-0.116469697,0.251839882,-0.047416768,0.126203742,0.191110248,0.033389446,0.333476885,0.262839233,-0.244583082,-0.033183041,-0.064985563,-0.250197533,0.27736571,-0.259734086,-0.251009352,-0.041212882,-0.195190248,0.256481311,-0.308191148,0.299995328,-0.033695015,-0.16705287,0.459968353,0.424518613,-0.250766568,0.217696956,0.042844882,0.246480369,0.001808447,0.351491032,-0.00213395,0.269060463,-0.284970164,0.272308405,-0.431961407,0.445137009,0.276146768,-0.26235173,0.094461448,-0.119627796,-0.090041305,0.118184046,-0.140229963,0.040290023,0.320744321,0.306700393,0.104020956,-0.099816492,0.245582824,-0.430131452,0.259009295,-0.378880963,0.268075394,0.685785426,0.280266573,-0.407009565,0.191986803,0.13685039,0.248348648,-0.159544428,0.169406216,0.188196916,0.211951321,0.10873736,0.31144015,0.364204133,0.219658643,-0.448046007,0.285096305,0.320132061,0.089496781,0.266536157,-0.412383491
