,Member,,FIPS,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
,3,Household income (Hispanic),-0.065592784,-0.21522087,-0.242073006,-0.293307142,-0.202061041,-0.361091637,-0.466987658,-0.466355556,-0.053912788,-0.040376168,-0.075910877,0.077308246,-0.396993288,-0.031634684,0.155966098,-0.156106582,-0.012863714,0.429385505,0.054624244,0.055808939,-0.021302944,0.058648085,0.316037475,-0.186783188,-0.126979608,-0.17322242,-0.132325964,0.037720739,-0.38126626,0.085996687,-0.103094419,0.071138663,-0.022943798,0.076152219,0.031708744,-0.018436218,-0.028376325,-0.076831377,0.051648992,0.17220543,-0.050058966,0.026595184,0.168200797,0.077121263,-0.03677425,0.165660532,0.138829054,0.094066786,0.101747791,0.077717343,0.063363485,0.365140484,0.055667308,0.071382404,-0.169203663,-0.449770391,-0.213791002,-0.470484566,-0.167494879,0.537400179,0.545106004,-0.22620545,0.038873556,0.061264497,-0.227254646,0.066479612,-0.04824834,0.029388389,-0.03796216,0.060711188,-0.021891449,0.081395977,-0.140229963,-0.12659942,-0.077087288,-0.167774673,0.020254267,0.040379036,-0.066306713,0.037676987,0.070605073,0.301819811,0.012823318,0.108919815,-0.08714736,0.167865362,0.066017349,-0.145510359,-0.229600878,-0.285829317,-0.22519246,0.089570544,-0.190587911,-0.284520126,-0.194683804,-0.319024172,0.068651762,-0.30635773,-0.651780767,-0.476322863,-0.404672353,-0.448715995,-0.498982072,-0.171646114,0.039440646,0.028584811,0.056687148,-0.096832026,0.022189314,-0.11240264,0.101341879,-0.211905966,0.076839786,-0.135877093,-0.167091297,0.045836382,-0.148084916,-0.044961131,-0.312210921,0.472638592,0.286620143,1,0.398471899,-0.422459026,0.037007488,0.120369361,-0.065028337,0.072470405,-0.01937126,0.077021841,0.176127332,0.048014009,-0.1210481,0.103349986,-0.167459324,0.050095324,0.012681874,0.056793112,-0.016517018,0.098941206,0.156556176,0.061706879,-0.023134367,0.026731473,-0.124950235,0.104636736,0.11133075,0.017188134,-0.160110455,0.027383684,0.090384825,-0.026378412
,,# Not Proficient in English,-0.053006243,-0.221150811,-0.13326201,-0.15463716,-0.215942165,0.050044443,0.003273176,0.003698138,0.045618562,-0.101311993,-0.013200803,-0.043766824,-0.131948748,-0.10848863,0.048188788,-0.195879428,0.205920265,-0.000228744,0.952981156,0.939794416,0.098740325,0.925862423,0.076112102,-0.053315069,-0.152970155,-0.065175531,-0.235133135,0.984609781,0.025802172,0.908189393,0.14172863,0.927336052,0.252598136,0.878950242,0.225487345,-0.023337387,-0.02305582,0.009859341,-0.102359881,0.068942822,0.00941684,0.039076831,0.080711984,0.15158051,0.094982699,0.159724032,0.177424881,0.946960319,-0.157057793,0.923393654,0.949644337,0.131564223,0.970441748,0.937621095,0.032951583,-0.009944351,-0.162664177,0.019357835,-0.091384271,0.134393259,0.060997278,0.045911221,0.971985859,0.958798583,0.064331925,0.899378109,-0.19315443,0.952784419,0.235509317,0.941448572,-0.246216913,0.248893289,0.285096305,0.270379814,0.179303101,-0.03133073,-0.022820595,0.019198295,0.047008095,0.039459566,0.938301285,0.107512786,0.180819012,0.196044657,0.009285192,0.253159205,0.943030651,-0.195825897,-0.155635038,-0.158052624,-0.224173492,0.963342736,-0.119547635,-0.125782389,-0.13908241,-0.221191205,0.959771894,-0.087853679,0.083715823,-0.012077648,-0.118632617,0.03528486,0.005350119,-0.172840317,0.956074247,0.274392632,0.945926307,-0.018498849,0.910665083,-0.040430943,0.933306567,-0.121402007,0.950172664,-0.280265678,0.180573607,0.979920166,-0.127321249,0.102396418,-0.138157455,0.108557585,0.139112303,0.017188134,0.228545142,0.079612539,0.15332318,0.121759874,0.066286621,0.940311085,-0.239101324,0.929774921,-0.260523794,0.957973266,0.25736305,0.153350287,-0.243321088,0.925625504,0.180850069,0.939234554,-0.091878719,0.86023615,0.36029885,0.798661377,0.059865848,0.956573112,0.130040992,0.819176617,-0.229326801,1,0.198912696,0.086809894,0.254252808,-0.292555314
,,# Alcohol-Impaired Driving Deaths,-0.06168238,-0.221550682,-0.158798598,-0.194387016,-0.239788946,-0.045881692,-0.084662646,-0.063986784,0.051391452,-0.071387636,-0.039905227,-0.053192741,-0.160444793,-0.083730814,0.050151094,-0.189109515,0.255011613,0.10906507,1,0.990741976,0.14494764,0.969576114,0.108287226,-0.12182119,-0.169901653,-0.104371159,-0.262634737,0.979128505,-0.098494357,0.955787232,0.20036761,0.974972562,0.347816453,0.940429564,0.313473409,-0.034950658,-0.024756627,-0.012677136,-0.089527862,0.137253152,0.071583709,0.075021457,0.148236879,0.22296242,0.140821827,0.207371855,0.244757249,0.954498642,-0.180293783,0.959923963,0.976312619,0.196856176,0.973006021,0.969855575,-0.024828295,-0.122441223,-0.184879069,-0.028684337,-0.144913003,0.227456647,0.140537003,0.006990623,0.979133697,0.97207802,0.051129322,0.952816373,-0.222197977,0.971991137,0.292430578,0.986591946,-0.240409967,0.329296933,0.26076941,0.304543087,0.089269997,-0.056559169,0.008394297,-0.018055335,0.047549513,0.0747129,0.970241994,0.155307515,0.153989743,0.110748058,0.031491415,0.231200598,0.980376884,-0.194224843,-0.174954819,-0.201093913,-0.237708037,0.981743519,-0.119392002,-0.170176061,-0.134862717,-0.209836546,0.976320057,-0.07055204,0.041001858,0.009912662,-0.146689687,-0.06133534,-0.085161848,-0.193504407,0.971721716,0.291531413,0.973188873,0.04012034,0.90111939,-0.08743709,0.979052873,-0.09627279,0.986194375,-0.302415633,0.174007502,0.981312447,-0.194816623,0.136974847,-0.212526189,0.211121139,0.136205973,0.054624244,0.294937781,-0.007010011,0.112461721,0.164177155,0.083206349,0.983531543,-0.22056914,0.962046648,-0.289683625,0.982162053,0.287720891,0.118487789,-0.282640346,0.947373441,0.25725753,0.983560267,-0.094048946,0.883525193,0.421035995,0.860072733,0.110957731,0.940571466,0.044719531,0.895547978,-0.168324732,0.952981156,0.101995582,0.099312187,0.387271439,-0.329390558
,,# Deaths,-0.05326476,-0.231091917,-0.185333192,-0.208965008,-0.251980978,-0.052494041,-0.087080881,-0.068099483,0.053833429,-0.101097428,-0.04017788,-0.060116352,-0.168654522,-0.09488444,0.027909587,-0.207184428,0.273060982,0.09816904,0.980376884,0.98924374,0.10735884,0.976110767,0.106746733,-0.140889636,-0.188952859,-0.132146803,-0.276531509,0.984833654,-0.125273617,0.974244021,0.209806589,0.985090142,0.362889714,0.950142661,0.32727424,-0.036353018,-0.024602734,-0.012128831,-0.093445193,0.179217553,0.091701556,0.088245728,0.17849913,0.24306848,0.141113567,0.231904134,0.264518381,0.98014631,-0.163315579,0.977141673,0.989594006,0.246054819,0.981441173,0.987819529,-0.022119428,-0.136461981,-0.200372921,-0.033471578,-0.149535697,0.254284928,0.180727032,-0.00721034,0.992180602,0.991120848,0.064568765,0.974480961,-0.245495945,0.963267527,0.306310294,0.995643482,-0.265180932,0.34863714,0.262839233,0.321899874,0.081823551,-0.068796815,0.015853125,-0.015623911,0.059421891,0.075133668,0.990504429,0.160436689,0.161462923,0.145844021,0.047154312,0.245875254,1,-0.200766399,-0.211666021,-0.218147126,-0.251087611,0.995279282,-0.128514136,-0.188480431,-0.167707834,-0.233959206,0.993710231,-0.056264153,0.020518179,0.033746176,-0.141347424,-0.065237856,-0.092767342,-0.179496682,0.952278618,0.346347358,0.986161091,0.044390648,0.933711108,-0.070436048,0.990004856,-0.091226629,0.995766121,-0.343011094,0.196191576,0.986893021,-0.221324397,0.141669175,-0.224457718,0.235325031,0.14929746,0.066017349,0.323812944,-0.037507629,0.132798,0.176881919,0.069790956,0.992507743,-0.236279738,0.98795468,-0.366042642,0.989182881,0.29695703,0.127870134,-0.284746537,0.949651492,0.260788863,0.989766205,-0.120079407,0.893887471,0.452915211,0.913156179,0.119539235,0.949932759,0.037186558,0.933055827,-0.166407029,0.943030651,0.106016567,0.113840988,0.395898605,-0.348664511
,,# Injury Deaths,-0.045929698,-0.231957739,-0.185639555,-0.202635789,-0.253663162,-0.06125514,-0.097629903,-0.074313284,0.061145529,-0.089613127,-0.037521891,-0.059650512,-0.18811024,-0.132269483,0.017356804,-0.223139205,0.279418373,0.106217091,0.986591946,0.992153351,0.122767595,0.986243286,0.114890097,-0.147831542,-0.183790372,-0.125391542,-0.277893438,0.981724875,-0.123498745,0.980166103,0.214667426,0.990564111,0.363044905,0.967047136,0.360558221,-0.062160357,-0.023008971,-0.009435356,-0.108927931,0.170202452,0.085897719,0.080748245,0.176704392,0.231063967,0.131831785,0.218767544,0.251973104,0.971177606,-0.15421,0.984368821,0.993399767,0.259080686,0.980035111,0.990221101,-0.039262806,-0.137542836,-0.192997236,-0.049416285,-0.156842306,0.259255324,0.180157926,-0.000702578,0.987988733,0.987596867,0.057030477,0.977877989,-0.259536237,0.970399351,0.300783175,1,-0.248420788,0.333839078,0.251021176,0.311793818,0.067739531,-0.074730514,-0.006314693,-0.028537537,0.048158077,0.067052849,0.991284114,0.157193756,0.199825863,0.128026444,0.042135385,0.247837628,0.995643482,-0.228529792,-0.211062035,-0.21038964,-0.254631605,0.990899292,-0.12620511,-0.191370298,-0.163100356,-0.241475188,0.987154297,-0.067671646,0.003807678,0.01574292,-0.164199503,-0.073726146,-0.101719078,-0.186770779,0.960349741,0.358255867,0.986519989,0.038787439,0.919632942,-0.061542137,0.995320109,-0.076758106,0.994533456,-0.328976356,0.170418756,0.983692835,-0.209174039,0.187193961,-0.222537326,0.235431899,0.135815682,0.060711188,0.323791411,-0.044326803,0.12117999,0.169988125,0.072071471,0.993579277,-0.22624895,0.985804826,-0.371844449,0.994223116,0.289265866,0.107795653,-0.282310873,0.949175069,0.245251299,0.996848711,-0.107300937,0.902340424,0.453280371,0.905698051,0.110388492,0.945855338,0.031784672,0.935078824,-0.157857437,0.941448572,0.111910182,0.111609614,0.382320426,-0.337076883
,,# Single-Parent Households,-0.057086603,-0.235314003,-0.16822665,-0.181850864,-0.246194703,0.001769382,-0.03588974,-0.029652633,0.055853426,-0.097902681,-0.019799667,-0.054752967,-0.14711249,-0.09868714,0.047949456,-0.208303989,0.250676271,0.051824117,0.979133697,0.983396787,0.106565252,0.972406505,0.103120271,-0.103494555,-0.175101519,-0.10079012,-0.269104121,0.996354012,-0.057910615,0.965914308,0.194255847,0.980049547,0.326654709,0.943017501,0.300377382,-0.030055319,-0.02551855,0.000388377,-0.102950937,0.125471197,0.05820261,0.070079614,0.142669359,0.198356789,0.121242002,0.198949928,0.223797518,0.982494442,-0.171090892,0.970256633,0.987818446,0.189594445,0.985358959,0.98263184,0.0014137,-0.071774017,-0.187789765,-0.008992055,-0.125031129,0.189558398,0.111170561,0.021094982,1,0.992851899,0.067268868,0.961533554,-0.21506116,0.966914821,0.27251636,0.987988733,-0.264799446,0.303717521,0.277282975,0.301048576,0.128355786,-0.055352459,-0.003249614,-0.00520025,0.054880401,0.061919648,0.984541777,0.128223813,0.177919827,0.171833165,0.020933116,0.260548885,0.992180602,-0.206087436,-0.19262645,-0.187399883,-0.249380306,0.996357846,-0.128236956,-0.168483013,-0.159767188,-0.236340947,0.995485775,-0.071793191,0.040133557,0.026890804,-0.137135156,-0.011098849,-0.043366473,-0.185377872,0.960558478,0.282881902,0.981002664,0.012812969,0.949202658,-0.063926867,0.980083296,-0.111810177,0.991040275,-0.324228176,0.197848647,0.995265183,-0.186169014,0.133368256,-0.194136826,0.169737023,0.147941692,0.038873556,0.272702399,0.030628581,0.140129206,0.151795947,0.072450123,0.982649613,-0.246629341,0.979167983,-0.296241766,0.990350094,0.284809476,0.140847007,-0.27349876,0.947638215,0.231140175,0.984939181,-0.104806795,0.885756433,0.423497106,0.89563518,0.106206704,0.97132557,0.087801978,0.900792907,-0.206624933,0.971985859,0.141045057,0.106547806,0.336057427,-0.334693308
,,# Driving Deaths,-0.049553508,-0.237682329,-0.183903972,-0.213304707,-0.258289854,-0.04709489,-0.08492139,-0.069731861,0.055939398,-0.08340901,-0.05080717,-0.060348889,-0.151239473,-0.073831712,0.053236826,-0.195185972,0.26683523,0.123308288,0.990741976,1,0.108543998,0.973136799,0.116825046,-0.132092266,-0.191740112,-0.117260927,-0.279358799,0.978723008,-0.116116838,0.969223815,0.22064717,0.980460638,0.377178223,0.958608147,0.342532569,-0.031346163,-0.02304401,-0.011623478,-0.085180406,0.161971175,0.096428272,0.090046336,0.171655169,0.250347027,0.157970311,0.233908021,0.268592087,0.965034182,-0.196712413,0.969601356,0.982802748,0.210057511,0.969576128,0.979374136,-0.0231897,-0.134171413,-0.206856385,-0.031863311,-0.15269917,0.242497219,0.147894347,0.009223728,0.983396787,0.979393266,0.055432241,0.974904647,-0.245739893,0.955732911,0.307557282,0.992153351,-0.264679982,0.362492249,0.288034285,0.335751262,0.098438047,-0.060538772,0.02343341,-0.011842844,0.062339947,0.079660051,0.979856894,0.16600647,0.16299919,0.129082867,0.049810494,0.249270337,0.98924374,-0.209974915,-0.199667126,-0.223971158,-0.255936445,0.987847602,-0.12450996,-0.188318654,-0.145255801,-0.219792232,0.986202324,-0.062142598,0.05072472,0.038324206,-0.143210317,-0.062322387,-0.089392754,-0.20430383,0.957332806,0.297326858,0.977158346,0.047244307,0.925287057,-0.096635572,0.987186654,-0.098874491,0.994674718,-0.331486478,0.191234976,0.9803854,-0.226948077,0.147110431,-0.226156873,0.228004665,0.150457071,0.055808939,0.310391057,-0.007936779,0.128535856,0.181882076,0.073729002,0.984284658,-0.2356518,0.974787827,-0.305454281,0.985638468,0.314567948,0.126173224,-0.309530124,0.939744136,0.278247528,0.988044865,-0.116066082,0.877168499,0.442278642,0.892201949,0.129860943,0.94472272,0.045562681,0.920074568,-0.177774908,0.939794416,0.102096242,0.105800903,0.429519299,-0.358371936
,,# Rural,-0.0361217,-0.238881413,-0.377908233,-0.453071545,-0.322491668,-0.254700979,-0.225279904,-0.111923835,-0.069040032,-0.212141645,-0.274445043,-0.18719209,-0.040167875,0.139547613,0.030601405,-0.059883739,0.183643956,0.318794557,0.387271439,0.429519299,0.101947057,0.363865921,0.057954136,-0.392589657,-0.493826401,-0.407550765,-0.348799369,0.337195846,-0.349318053,0.394813999,0.245178992,0.345729363,0.427759284,0.361910027,0.355274474,-0.03407949,-0.142804186,-0.085284214,-0.020836386,0.411329892,0.261946579,0.263642768,0.401982656,0.512995855,0.314765277,0.43742226,0.506605868,0.360603189,-0.108523898,0.388435388,0.372553244,0.324206938,0.358514627,0.38485192,-0.010698073,-0.344985173,-0.34744445,-0.066644495,-0.21280266,0.370109465,0.276687002,-0.078114203,0.336057427,0.377455326,-0.046397664,0.423769987,-0.373478108,0.278425047,0.180864776,0.382320426,-0.325793296,0.732224286,0.266536157,0.419555518,-0.040047656,-0.105727987,0.178772288,0.018417416,0.090791326,0.001296381,0.384862025,0.434049357,0.089380793,0.287530288,0.338166166,0.268831179,0.395898605,-0.213746199,-0.423619835,-0.499900719,-0.333911522,0.269358956,-0.213706993,-0.252253832,-0.250558098,-0.091573193,0.167669293,-0.115450089,-0.240124018,-0.192907734,-0.142059402,-0.226040046,-0.164840889,-0.094011258,0.223362101,0.075901068,0.356708151,0.266818656,0.399803801,-0.237202118,0.225557767,-0.248170115,0.39905017,-0.429660718,0.125373956,0.350785703,-0.421800855,0.056139123,-0.43931086,0.424751895,0.304087192,0.090384825,0.310823183,-0.199287981,0.125284449,0.308923122,-0.289908012,0.309397955,-0.240287058,0.422693273,-0.097723771,0.348631487,0.357308369,0.034418466,-0.304342899,0.250740129,0.358952766,0.379988674,-0.262416585,0.293149967,0.334331676,0.386372731,0.230227201,0.338871259,-0.243701309,0.487400492,0.116738487,0.254252808,-0.169575811,0.20459085,1,-0.275484141
,,MHP Rate,-0.029752969,-0.240521114,-0.312471993,-0.230421733,-0.286215072,-0.10095168,-0.096766008,-0.035728436,0.064743549,-0.066861291,0.016500645,-0.038425698,-0.080849211,-0.062913192,0.026844469,-0.145422674,0.361362586,0.117323193,0.313473409,0.342532569,0.119031123,0.369591743,0.300874485,-0.247934878,-0.095006183,-0.12130607,-0.318810683,0.286909725,-0.179848765,0.374223957,0.559552487,0.334125942,0.570254169,0.411281656,1,-0.161478719,-0.13262203,-0.139072925,-0.257381609,0.37361424,0.281520266,0.20188965,0.415762069,0.325442326,0.174075689,0.308886938,0.387815881,0.335787663,-0.193874253,0.349950404,0.330873623,0.379938341,0.285531566,0.337836793,-0.217262993,-0.194510511,-0.137308981,-0.114347734,-0.282877005,0.189921389,0.120961329,-0.043927264,0.300377382,0.31560341,-0.007066316,0.404312177,-0.024210089,0.258227412,0.140967504,0.360558221,-0.261937763,0.156216165,0.225406416,0.382483319,-0.086216674,-0.104714618,-0.134267995,-0.206143867,0.114745638,-0.008534881,0.335999687,-0.116611167,0.26400921,0.131102073,0.011988365,0.229502307,0.32727424,-0.269501489,-0.305503572,-0.223165257,-0.271548645,0.293588222,-0.13662237,-0.388656033,0.030851476,-0.225078872,0.274302948,-0.000962881,0.046213394,0.332861493,0.051469291,-0.101668615,-0.077497454,-0.11623321,0.270972978,0.068777143,0.321109065,0.052430218,0.346077951,-0.082837851,0.293356005,-0.14263863,0.356798456,-0.460475301,0.096531264,0.288567649,-0.250506689,0.469918593,-0.481065371,0.202150412,0.052441491,0.031708744,0.211943642,-0.075857173,0.136959917,0.231180668,-0.125646066,0.302078054,-0.204700357,0.342660611,-0.316960398,0.329264926,0.325402343,-0.094213354,-0.128027486,0.253651279,0.112196208,0.341751015,-0.036146046,0.267960246,0.333988836,0.367541805,0.218796324,0.282753715,-0.057139891,0.395011853,-0.017149914,0.225487345,-0.060221632,0.205463951,0.355274474,-0.40820411
,,# Uninsured,-0.052808847,-0.240812328,-0.168191831,-0.189249073,-0.247916002,-0.001615227,-0.042396939,-0.033666968,0.045407848,-0.106472731,-0.028329755,-0.058570911,-0.150817706,-0.107994143,0.049285981,-0.211003514,0.244303194,0.049674086,0.979128505,0.978723008,0.10686626,0.965210938,0.094450718,-0.104758694,-0.182133047,-0.101827777,-0.271462578,1,-0.043067666,0.957572274,0.186941325,0.969909267,0.313655291,0.93096867,0.286909725,-0.028985338,-0.023198334,0.000857437,-0.100607302,0.121801089,0.055105129,0.065845549,0.138336269,0.201200878,0.127787977,0.199219358,0.226911381,0.978778971,-0.166350309,0.966321983,0.985251919,0.184775975,0.990710643,0.979068294,0.005102749,-0.070507552,-0.189775785,-0.005266223,-0.125073652,0.192896493,0.112124155,0.024262641,0.996354012,0.990724483,0.057201916,0.954269396,-0.214766501,0.967761892,0.260737771,0.981724875,-0.266725412,0.305289372,0.282826231,0.301730164,0.137893603,-0.052776005,-0.004532588,0.002886781,0.052931834,0.054320997,0.980269107,0.135527176,0.184177959,0.189170278,0.028563638,0.267894177,0.984833654,-0.211980475,-0.192586067,-0.19520966,-0.253966558,0.993096306,-0.132309403,-0.166499999,-0.162525984,-0.241709778,0.990558044,-0.084030817,0.045651941,0.002865,-0.147215867,-0.01508719,-0.042513142,-0.18741934,0.964729755,0.279353781,0.981504568,0.011668178,0.940779105,-0.064665731,0.97342588,-0.119633629,0.9866395,-0.320879098,0.184206941,0.998983352,-0.174872603,0.123936832,-0.190055361,0.172492518,0.154051345,0.037720739,0.273193266,0.031474108,0.14560908,0.14933379,0.058210413,0.977703081,-0.25104914,0.974858589,-0.286945711,0.988926192,0.283606714,0.143320322,-0.271497903,0.949464099,0.22256069,0.977874933,-0.10630779,0.891285416,0.420896946,0.868783011,0.092946724,0.966587576,0.087397377,0.894853157,-0.203021201,0.984609781,0.149854015,0.106198763,0.337195846,-0.328804836
,,# Food Insecure,-0.046553082,-0.241256482,-0.192655671,-0.224500761,-0.263483197,-0.068307072,-0.106503843,-0.081213656,0.044548894,-0.103355788,-0.055125327,-0.070426175,-0.158785787,-0.115278277,0.028363201,-0.210409198,0.26293534,0.091766732,0.973188873,0.977158346,0.106710558,0.967385175,0.104168928,-0.153962984,-0.182232778,-0.131283304,-0.283459327,0.981504568,-0.117209424,0.973692143,0.215972514,0.981011954,0.347050056,0.946393056,0.321109065,-0.028678179,-0.012186006,-0.0092057,-0.083708077,0.1633668,0.103805691,0.078268988,0.182376313,0.23206741,0.154427316,0.21274747,0.257802766,0.972298135,-0.158643873,0.981976714,0.990513338,0.226102187,0.983954997,0.990489231,-0.021215277,-0.130231005,-0.185072091,-0.028739335,-0.146313696,0.243112386,0.161690097,-0.000659586,0.981002664,0.98627701,0.04051079,0.978059907,-0.20921155,0.959165888,0.259308895,0.986519989,-0.259741508,0.337112271,0.246480369,0.304766751,0.070693217,-0.077476984,0.004391197,-0.010169611,0.039879386,0.06734434,0.991166043,0.159084091,0.175317886,0.143839646,0.061772691,0.258292118,0.986161091,-0.212351235,-0.221874357,-0.233349936,-0.266808009,0.989287481,-0.124724082,-0.20431966,-0.194483107,-0.24686568,0.98692847,-0.06175014,0.005675124,-0.021059086,-0.184071063,-0.082856369,-0.09687872,-0.185104212,0.966494756,0.292846226,1,0.0679561,0.898253348,-0.083343945,0.983719197,-0.103934482,0.981775017,-0.329827517,0.171127441,0.984978718,-0.205431728,0.135381922,-0.223202526,0.229349002,0.140439747,0.056687148,0.306660047,-0.027171016,0.113808849,0.179722157,0.05920359,0.987407049,-0.229423426,0.983816182,-0.296704323,0.992162842,0.282603142,0.106960605,-0.273642932,0.977460442,0.281530658,0.980736379,-0.109323714,0.934877127,0.498550223,0.886170367,0.111371097,0.913557003,0.015192015,0.94756578,-0.151977534,0.945926307,0.093171636,0.104596212,0.356708151,-0.330080512
,,% < 18,0.074265099,-0.243318349,-0.167506068,0.0412962,-0.146458511,0.373010721,0.233218069,0.052344446,-0.048604406,-0.070494542,-0.029066712,-0.035415769,0.112684646,0.091813395,0.240131795,-0.179616142,0.217551428,0.039097026,0.118487789,0.126173224,0.008164487,0.115346311,0.017188943,0.397536922,-0.050441445,0.278293627,0.03984699,0.143320322,0.178827246,0.117757431,-0.010311752,0.105851238,-0.011542491,0.108610306,-0.094213354,0.149364798,-0.096570736,0.031917931,0.072610763,-0.141794935,0.071645927,-0.113667133,-0.187406306,-0.055847431,0.024080032,-0.044447307,-0.084983517,0.157405626,-0.038405142,0.11738601,0.123653229,-0.016515093,0.138307379,0.123718331,0.128276169,-0.046838095,-0.365789317,-0.081521945,0.020929435,0.139048512,0.191183387,-0.085594948,0.140847007,0.147184193,0.094220992,0.110989348,-0.265617834,0.096979738,0.151828691,0.107795653,-0.347170719,-0.086680277,0.280266573,0.015409571,0.467586725,0.130170857,0.080550763,0.133065516,0.082894851,0.222776663,0.125200672,-0.163816479,0.042361743,0.215957653,-0.119611592,0.070341399,0.127870134,-0.156538596,-0.155183499,0.016601152,-0.143456546,0.167176236,-0.242771959,-0.240776082,0.013527924,-0.153772336,0.15628563,-0.189360298,-0.057690353,0.239454728,0.169291314,0.272508256,0.133964822,-0.477944447,0.088634459,-0.25468882,0.106960605,-0.392429704,0.173252423,0.014401215,0.183678858,-0.355149078,0.139503123,-0.107664518,0.358890801,0.147456171,-0.042042733,0.016216878,-0.144437758,0.154676013,0.32922604,0.103349986,0.300236341,0.10050917,0.116448785,-0.165391683,-0.129423313,0.177060445,-0.44978699,0.133084471,-0.232827632,0.114048935,-0.004429663,1,-0.684137335,0.08348255,-0.142473879,0.111686444,0.080604714,0.097786386,0.12783807,0.124143775,0.090412255,0.170515329,0.524898826,0.092027699,-0.530958989,0.153350287,0.451251331,0.21749421,0.034418466,-0.399128007
