URCS,URCS Name,County,FIPS,URCS description,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
Rural,Micropolitan,Zapata,48505,Counties in micropolitan statistical areas,6770.7685957,,,,,,4.0934338017,9.0062111801,,,,17.971904596,28.5,6.3,22.0,45.327436154,14.572894551,2.0,8.0,25.0,35.0,243.5,78.876678877,,,,3611.0,,1.0,6.96913,2.0,13.96453,,,5864.0,,6159.0,4737.0,20.0,,21.0,16.0,30.0,,30.0,29.0,251.0,90.2,1448.0,3524.0,41.089670829,400.0,5445.0,7.3461891644,,,,,77722.0,12098.0,6.4243676641,1974.0,4814.0,41.005400914,7.0,4.8783887379,14.0,96.041709542,26.0,36.234913733,7.9,,11.659192825,,1.6611295681,69.194410193,,,,3367.0,17.8,79.01655963,,,,147.0,368.9,,,,,,,,,,,,,,,13.772674279,8.8,8.0,74.4,1550.0,10.8,3794.269277,27.067122821,,,13.0,12.95775771,34.654648282,578.0,11.74080845,20.9468,,32172.0,,34187.0,38750.0,83.768604325,,32.102127215,,,,3222.0,72.290778551,461.0,11.484803189,,12.568077084,26.0,0.1815388912,69.0,0.4817762882,40.0,0.2792906019,1.0,0.006982265,13526.0,94.442117023,707.0,4.9364613881,3064.0,,50.020946795,3299.0,23.534027679
Rural,Noncore,Bailey,48017,Counties not within micropolitan statistical areas,8326.0133294,,7370.9987053,12900.396823,27.307110656,4.5163915259,3.968838134,7.1982281285,,7.9734219269,4.9822064057,17.524286588,29.3,8.7,24.0,83.949755757,15.610759435,3.0,6.0,50.0,22.0,305.1,73.925501433,,76.58643326,61.403508772,1596.0,26.419466976,3.0,41.77691,3.0,42.39084,,,6251.0,,9130.0,4512.0,33.0,,31.0,34.0,37.0,,33.0,37.0,82.0,98.8,818.0,1870.0,43.743315508,114.0,2670.0,4.2696629213,26.3,,33.141394754,36.320754717,78910.0,23587.0,3.3454869208,449.0,2057.0,21.827904716,12.0,16.710764517,11.5,160.18944143,28.0,78.891017694,6.8,20.292887029,6.8980477223,,0.1673640167,69.587965991,,65.955983494,75.42503864,2128.0,22.3,78.39736304,,82.27303433,74.932955185,72.0,343.3,,337.2109264,408.38110125,,,,,,,,,,,14.7262456,13.073894241,9.7,,,680.0,9.5,260.44449501,3.634954571,,,15.0,30.078806473,33.359445612,315.0,13.36444633,84.78169,,42045.0,,37917.0,54073.0,81.348933242,,,,,,1609.0,72.152466368,167.0,8.1225680934,31.581178465,14.130281193,81.0,1.1445527766,232.0,,60.0,0.8478168716,9.0,0.1271725307,4550.0,64.292779426,2328.0,32.895294616,1124.0,,49.780980642,2060.0,28.750872296
Rural,Noncore,Baylor,48023,Counties not within micropolitan statistical areas,10617.916861,,,,16.437425252,3.682539125,3.731400898,10.408921933,,,,14.911362218,28.7,7.4,27.6,85.856146001,16.841233933,4.0,17.0,23.529411765,11.0,304.0,40.638606676,,57.803468208,35.343035343,461.0,16.751453488,5.0,,1.0,27.925159999999998,,,8016.0,,,,22.0,,,,14.0,,,,,95.0,357.0,604.0,59.105960265,55.0,1599.0,3.4396497811,27.6,,9.5652173913,2.5423728814,83630.0,16467.0,5.0786421328,172.0,756.0,22.751322751,8.0,21.639166892,8.5,236.01277246,22.0,121.53353221,7.8,7.5362318841,7.9881656805,0.0,0.8695652174,89.46251768,,,,1265.0,8.1,74.337008626,,,,94.0,622.3,,,,,,,,,,,,,,11.29613241,11.536784538,12.5,,,610.0,16.6,138.67183549,3.7217347153,,,14.0,,29.983313029,87.0,10.494571773,55.850319999999996,,37013.0,,20417.0,37712.0,55.966386555,,,,,,1273.0,77.433090024,87.0,5.5203045685,22.200502653,24.602066462,91.0,2.5411896118,25.0,0.6981290142,13.0,0.3630270874,3.0,0.0837754817,471.0,13.152750628,2937.0,82.016196593,0.0,0.0,50.879642558,3726.0,100.0
Rural,Noncore,Blanco,48031,Counties not within micropolitan statistical areas,7255.8445719,,,,15.380683389,3.3601582513,3.5071620504,6.6460587326,,6.2146892655,6.4935064935,14.244667526,29.3,8.2,26.6,48.461465181,18.13132176,13.0,29.0,44.827586207,73.0,663.4,20.638820639,,34.285714286,15.427769986,1935.0,22.413992818,4.0,35.11236,4.0,34.40564,1.0,8.60141,3047.0,,,,39.0,,26.0,40.0,42.0,,43.0,42.0,142.0,96.8,1204.0,2024.0,59.486166008,169.0,6217.0,2.7183529033,17.1,,22.188449848,13.104988831,106379.0,27237.0,3.9056797738,698.0,2010.0,34.726368159,14.0,12.289325843,15.0,136.81762211,55.0,98.997426067,8.9,15.726290516,10.334054314,3.93757503,1.8007202881,77.878971868,,66.923076923,73.333333333,3848.0,37.6,78.80952718,,83.835097473,77.864491844,158.0,317.0,,,,,,,,,,,,,,10.243922996,10.689170854,11.4,13.0,134.6,1450.0,13.3,106.64265897,1.0159346382,,,15.0,19.528198719,28.923345992,438.0,19.588550984,25.80423,,,,46861.0,61918.0,42.457775189,,32.753942572,,15.0,,3240.0,76.595744681,450.0,11.070110701,18.785480819,23.97213143,125.0,1.0751763289,145.0,1.2472045415,103.0,0.885945295,11.0,0.0946155169,2286.0,19.662824703,8918.0,76.70738001,288.0,2.7082941508,50.180629623,10497.0,100.0
Rural,Noncore,Borden,48033,Counties not within micropolitan statistical areas,,,,,11.659079048,,,,,,,,28.6,6.8,23.8,,20.853640531,0.0,4.0,0.0,,,,,,,69.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25.0,,,,24.0,,,,,100.0,116.0,145.0,,11.0,318.0,3.4591194969,15.8,,,,118667.0,,,30.0,164.0,18.292682927,0.0,,3.0,466.2004662,,,7.1,,,1.5384615385,1.5384615385,74.703557312,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,12.1,8.0,,100.0,14.2,96.197622696,15.007429438,,,,,28.544608849,18.0,11.25,0.0,,59039.0,,,75750.0,,,,,,,183.0,73.790322581,5.0,,21.693907875,23.476968796,10.0,1.485884101,5.0,0.7429420505,1.0,0.1485884101,0.0,0.0,131.0,19.465081724,520.0,77.265973254,4.0,0.7590132827,47.994056464,641.0,100.0
Rural,Noncore,Bosque,48035,Counties not within micropolitan statistical areas,9534.9737503,,7049.2848949,10305.487631,16.785344092,3.7108638787,3.659584194,6.5648854962,,4.9350649351,6.9555302166,15.021915551,29.0,7.6,26.0,41.313419723,16.87761486,4.0,20.0,20.0,27.0,150.9,30.295116218,,45.454545455,24.602573808,3068.0,22.655442328,9.0,49.732,7.0,38.1971,2.0,10.91346,6051.0,,1991.0,6207.0,40.0,,33.0,40.0,29.0,,27.0,30.0,174.0,95.8,1781.0,3509.0,50.755200912,326.0,8176.0,3.9872798434,26.2,6.8965517241,36.395147314,19.967728923,94278.0,22310.0,4.2258180188,1186.0,3896.0,30.441478439,29.0,16.024755484,13.0,82.208239795,70.0,77.821876841,9.5,13.428571429,8.8264938805,3.5714285714,1.7142857143,79.239606127,,61.439114391,73.325499412,5794.0,44.1,76.541379984,,87.218644391,75.882734378,332.0,440.7,,335.93269744,460.90983325,11.0,70.386485795,,,,,,,,,11.317635917,11.486180807,11.3,19.0,124.8,2840.0,15.8,641.68367974,3.5234113757,,,32.0,25.320462098,29.387262314,606.0,14.889434889,43.65383,,49139.0,,35156.0,51236.0,63.041825095,47.713623251,27.963676941,,14.0,15.6,5435.0,77.344528248,639.0,9.4694724363,21.444941613,24.364291171,304.0,1.6588453563,160.0,0.8730765033,112.0,0.6111535523,14.0,0.076394194,3427.0,18.700207356,14214.0,77.561933864,434.0,2.5570022978,50.491105533,14791.0,81.215681968
Rural,Noncore,Brewster,48043,Counties not within micropolitan statistical areas,8703.5944932,,7067.4060803,10720.545275,21.277221157,3.8572560104,3.5655915809,7.3305670816,,5.6603773585,9.696969697,15.094538767,28.7,7.4,27.2,55.556759099,16.539391626,1.0,5.0,20.0,45.0,492.1,28.46975089,,,,1276.0,17.722222222,6.0,65.21739,3.0,32.13023,12.0,,3182.0,,2046.0,3122.0,25.0,,21.0,25.0,24.0,,20.0,24.0,,96.3,1621.0,2370.0,,137.0,3921.0,3.494006631,20.7,,9.5936794582,4.831625183,85402.0,18466.0,4.6248240009,427.0,1708.0,25.0,20.0,21.739130435,15.0,162.60162602,45.0,97.527145055,6.3,15.776397516,9.5890410959,2.5838509317,,71.348588121,,70.421753607,69.385796545,2931.0,11.7,79.661451667,,81.020316221,78.004494439,130.0,374.1,,356.5387302,419.22439243,,,,,,,,,,,12.076041452,11.481743801,10.8,,,1070.0,11.6,1204.6133748,13.048238462,,,14.0,21.590611169,29.960560597,194.0,10.424502955,74.97055,,44617.0,,37711.0,42802.0,53.660377358,,14.090288221,,12.0,,2155.0,,371.0,10.013495277,19.417371747,21.773588947,103.0,1.1031380529,165.0,1.7671629003,116.0,1.2423690693,13.0,0.1392310164,4240.0,45.410731498,4692.0,50.251686837,263.0,3.0170930366,49.341330192,3219.0,34.867850953
Rural,Noncore,Briscoe,48045,Counties not within micropolitan statistical areas,,,,,19.37718809,3.9134408212,3.8007040541,,,,,15.545776427,27.4,,25.8,71.227855834,15.992135355,1.0,2.0,50.0,15.0,,,,,,345.0,,1.0,67.84261000000001,0.0,0.0,,,3199.0,,,,,,38.0,49.0,28.0,,10.0,27.0,,91.7,161.0,313.0,51.437699681,24.0,556.0,4.3165467626,26.0,60.0,28.481012658,3.3613445378,83643.0,19330.0,4.3271081221,117.0,308.0,37.987012987,3.0,20.352781547,0.0,0.0,,,6.9,10.37037037,6.4467766117,3.5555555556,1.1851851852,79.802259887,,,,565.0,30.3,,,,,23.0,376.1,,,,,,,,,,,,,,12.237411198,12.02082939,11.6,,,230.0,13.6,781.57518613,,,,,,30.474739344,72.0,,65.44503,,42678.0,13125.0,31058.0,51458.0,52.109181141,,,,,,504.0,75.903614458,35.0,5.5910543131,19.633507853,25.392670157,46.0,3.0104712042,11.0,0.719895288,5.0,0.3272251309,0.0,0.0,388.0,25.392670157,1054.0,68.979057592,78.0,5.1181102362,50.130890052,1637.0,100.0
Rural,Noncore,Brooks,48047,Counties not within micropolitan statistical areas,9328.1432356,,,,,,,9.3050647821,,,,,29.3,7.5,23.5,52.014398449,,1.0,19.0,5.2631578947,49.0,677.7,,,,,1045.0,17.970765262,,,1.0,13.8217,,,,,8708.0,5454.0,26.0,,24.0,38.0,27.0,,27.0,32.0,107.0,85.0,683.0,1740.0,39.252873563,199.0,2425.0,,,,60.627753304,,65036.0,,,1252.0,1985.0,,6.0,8.3171610757,17.0,234.27272101,27.0,74.771531432,8.6,,,6.25,1.4423076923,84.709351306,,,,2011.0,20.8,76.701907506,,,,103.0,455.0,,,,,,,,,,,,,,,,10.7,11.0,193.2,900.0,12.5,810.04966961,11.214864594,,,10.0,19.804725407,,130.0,,41.4651,,,,,,79.835129994,,10.941665954,,,,1243.0,61.473788328,295.0,,28.597097443,17.567380788,35.0,0.4837595024,47.0,0.6496199032,181.0,,3.0,0.0414651002,6497.0,,509.0,,668.0,10.028524246,49.136143746,2294.0,31.759656652
Rural,Noncore,Burnet,48053,Counties not within micropolitan statistical areas,6837.86792,,4419.1380727,7756.9555916,15.851093879,3.5025933831,3.5553987891,6.5334128878,,5.7213930348,6.6371681416,14.262770875,28.9,6.9,27.0,61.787134503,18.459275233,,,34.375,,384.9,36.25974026,,58.139534884,25.463336019,,19.814904739,,47.57477,,42.73139,,66.23366,4050.0,7317.0,2096.0,3952.0,42.0,29.0,35.0,42.0,45.0,34.0,37.0,45.0,,92.7,,,53.718115002,,,3.1688710333,17.7,39.664804469,14.519774011,19.890542158,106830.0,24503.0,4.3598743011,,,34.603533279,,13.407434639,,247.74134894,,82.278815185,9.1,13.931523022,10.917186109,2.1251475797,2.1546635183,76.426721906,,76.396206533,75.064599483,,35.6,79.147705646,,84.649189896,78.253779339,,346.2,,250.06427163,374.11135868,13.0,32.734048446,,,,,,,,,10.588924269,10.967633802,11.3,56.0,146.3,,14.6,,13.024903093,,,,24.534716624,29.965378629,,12.334166506,47.004529999999995,,59009.0,,60253.0,56882.0,61.277229062,,20.356108072,4.8,27.0,11.9,,76.216379571,,9.4140309451,21.641312708,21.827194257,806.0,1.7220750363,,1.1793863772,,0.7349799162,,0.0769165029,,22.498077087,,73.448850526,1254.0,2.9423496563,51.115289292,,55.67251462
Rural,Noncore,Camp,48063,Counties not within micropolitan statistical areas,9591.388733,,,9139.1559463,20.178343596,3.9978024839,3.853001255,7.4045206547,12.719298246,4.8888888889,7.2881355932,16.88200133,32.6,6.6,26.6,60.140311265,16.643216866,4.0,11.0,36.363636364,53.0,417.9,60.677170634,60.952380952,67.5547098,56.784660767,2168.0,20.612283704,9.0,69.94637,5.0,38.89537,5.0,38.89537,5568.0,4491.0,6388.0,5540.0,37.0,31.0,38.0,39.0,28.0,21.0,26.0,29.0,181.0,96.7,1476.0,2743.0,53.809697412,284.0,5040.0,5.6349206349,31.3,15.065913371,36.625194401,16.122159091,85383.0,20420.0,4.1813418217,1048.0,3349.0,31.292923261,16.0,12.434911013,42.5,337.24805586,57.0,89.85150856,9.9,15.011286682,8.6727688787,5.4176072235,2.0316027088,80.74130684,,,,4226.0,31.8,75.921618184,71.387485814,,75.654871681,203.0,455.8,575.52324645,,484.27269913,,,,,,,,,,,12.54577789,12.295122105,11.6,18.0,174.7,2480.0,19.7,729.00852184,5.8786268998,,,29.0,32.844813917,32.7667661,390.0,11.130136986,38.89537,,41932.0,31371.0,40573.0,48006.0,76.249483684,32.452147129,27.814466374,,,,3345.0,70.718816068,534.0,11.601129698,26.63555037,18.195254765,2044.0,15.900427849,127.0,0.9879424349,119.0,0.9257098405,20.0,0.1555814858,3221.0,25.056398289,7174.0,55.807078958,482.0,4.1070211316,51.528588098,7624.0,61.478912991
Rural,Noncore,Cass,48067,Counties not within micropolitan statistical areas,10030.945897,13233.84217,,9812.7102329,17.009899048,3.7358185349,3.7301407404,8.4092792046,13.4,8.9655172414,6.9226294357,16.288645084,,6.3,28.9,36.465992647,17.405712279,13.0,38.0,34.210526316,98.0,323.3,46.12664738,,48.309178744,40.811724915,3637.0,15.462120568,8.0,26.337449999999997,9.0,29.988,7.0,23.324,5548.0,8139.0,,5263.0,33.0,,38.0,32.0,34.0,25.0,25.0,35.0,,96.5,2778.0,6573.0,42.263806481,,12198.0,5.9517953763,29.5,64.404104183,44.901960784,20.907172996,82775.0,17683.0,4.6810495957,,6820.0,40.806451613,,17.119341564,,377.11291695,128.0,84.604605663,9.9,13.045337896,8.864628821,3.4217279726,1.753635586,89.501223732,,,87.322309254,,37.4,75.260739906,,,75.348139596,,493.8,613.56584764,,480.43543959,14.0,51.317766944,,,,,,,,,11.554057898,11.802659252,13.6,41.0,160.6,,22.7,1046.7859502,3.4361408554,,,56.0,26.450777936,32.360147603,622.0,8.7175893483,46.64801,,40104.0,24975.0,31908.0,45581.0,60.558496076,19.842003303,14.601277507,,,,,77.859622386,1107.0,9.9033816425,22.524323604,21.834599494,,,195.0,0.649740104,148.0,0.4931360789,16.0,0.0533120085,1359.0,4.5281887245,22949.0,76.466080235,77.0,0.2714421687,51.642676263,22547.0,74.011948529
Rural,Noncore,Castro,48069,Counties not within micropolitan statistical areas,7621.5552326,,6216.2810564,11913.390414,25.725190473,4.2008251417,3.7668850774,7.5919335706,,,,16.332635756,28.4,8.8,23.3,49.64028777,16.168180363,3.0,8.0,37.5,21.0,274.3,60.352831941,,,,1792.0,27.556512379,1.0,13.03951,,,1.0,12.75022,4247.0,,3320.0,4394.0,35.0,,26.0,41.0,30.0,,20.0,37.0,108.0,98.1,747.0,1730.0,43.179190751,110.0,3358.0,3.2757593806,25.1,,29.813302217,,90463.0,23739.0,3.8107333923,608.0,2339.0,25.994014536,11.0,14.343460686,8.5,108.86967659,24.0,61.571615485,7.3,13.2,6.2900641026,6.8,2.56,85.768500949,,82.370820669,86.931268151,2712.0,24.8,80.344010364,,79.708676275,78.082794013,81.0,354.2,,316.87993126,462.26348138,,,,,,,,,,,13.637400938,12.193060571,10.5,5.0,82.7,660.0,8.4,327.6926532,4.0646570727,,,,,32.80411243,366.0,15.687955422,38.25067,,41746.0,,37247.0,57656.0,74.64953271,,6.909146147,,,,1584.0,64.337936637,185.0,8.4513476473,29.121509626,15.223766416,160.0,2.0400357006,141.0,1.7977814612,50.0,0.6375111564,1.0,0.0127502231,5130.0,65.408644651,2442.0,31.136044881,930.0,12.825817129,48.387096774,3689.0,45.757876457
Rural,Noncore,Childress,48075,Counties not within micropolitan statistical areas,9430.5331228,,,,19.732628676,3.8993106908,3.6555106731,11.069418386,,10.43956044,12.211221122,17.473594814,30.0,5.7,23.6,74.194006533,20.086407981,2.0,8.0,25.0,43.0,606.7,61.550759392,,94.059405941,44.295302013,766.0,16.670293798,9.0,,3.0,42.450829999999996,3.0,42.450829999999996,4511.0,,3047.0,3611.0,24.0,,16.0,24.0,23.0,,12.0,25.0,96.0,90.1,1150.0,2333.0,49.292756108,86.0,2910.0,2.9553264605,26.7,43.75,36.705202312,9.5906432749,76864.0,17055.0,4.5068308414,372.0,1424.0,26.123595506,13.0,18.43448667,,,30.0,84.767313724,7.5,17.364016736,,0.8368200837,2.6778242678,80.862207897,,,,2007.0,13.0,75.137353745,,79.78849063,74.502376338,98.0,461.5,,,,,,,,,,,,,,12.190135447,11.541031623,9.3,14.0,234.3,1360.0,19.2,1186.999522,16.858394006,,,,,32.398323753,147.0,9.7350993377,113.20221,,40925.0,,31316.0,47923.0,50.572687225,,1.0802904825,,,,1254.0,,259.0,12.298195632,20.532050375,15.395500212,684.0,9.6787887364,65.0,0.9197679355,49.0,0.6933635206,2.0,0.0283005519,2186.0,30.932503184,4027.0,56.983161172,68.0,1.028277635,,2334.0,33.148700469
Rural,Noncore,Cochran,48079,Counties not within micropolitan statistical areas,10534.328442,,,,26.367478452,4.443436399,3.9422753181,8.038585209,,,,17.361174237,28.0,8.0,23.1,47.521586185,15.812530337,0.0,3.0,0.0,11.0,372.5,41.079812207,,,,686.0,28.417564209,1.0,34.69813,0.0,0.0,1.0,35.07541,4001.0,,1414.0,1919.0,23.0,,,,19.0,,14.0,20.0,,100.0,291.0,711.0,40.928270042,52.0,1133.0,4.5895851721,38.3,,37.01754386,29.591836735,84643.0,12446.0,,271.0,808.0,33.53960396,6.0,20.818875781,6.0,202.80547575,13.0,88.816014211,6.8,17.475728155,6.6336633663,7.7669902913,,71.646859083,,78.037383178,75.458715596,844.0,21.4,75.282301736,,,,44.0,494.0,,,,,,,,,,,,,,14.338610192,12.844028913,11.0,,,330.0,11.1,246.55029157,7.8845632098,,,,,33.745233897,123.0,15.298507463,35.07541,,40796.0,,31094.0,45192.0,77.656675749,,,,,,761.0,76.1,69.0,7.5327510917,27.42897229,16.239915819,100.0,3.5075412136,80.0,,12.0,0.4209049456,7.0,,1656.0,58.084882497,1044.0,36.61873027,414.0,,50.473518064,3127.0,100.0
Rural,Noncore,Coke,48081,Counties not within micropolitan statistical areas,7763.5801294,,,,16.822302278,3.6609575959,3.628000756,4.845814978,,,,14.662105175,28.8,4.6,,72.228915663,16.496807073,4.0,16.0,25.0,9.0,277.9,40.47976012,,,,414.0,17.228464419,,,0.0,0.0,,,4088.0,,,,31.0,,24.0,32.0,46.0,,36.0,47.0,,92.1,404.0,597.0,,51.0,1396.0,3.6532951289,21.2,,37.037037037,12.903225806,80676.0,16232.0,4.9701823558,192.0,594.0,32.323232323,6.0,18.382352941,1.0,31.167212093,24.0,,7.5,10.3125,8.625,1.25,0.25,84.337349398,,,,1190.0,37.0,76.810320852,,,,62.0,431.7,,,,,,,,,,,,,,11.171749439,11.314975467,12.2,,,520.0,16.0,1196.5709837,36.041294688,,,11.0,48.228691687,28.98538713,85.0,11.904761905,0.0,,42314.0,,36429.0,44519.0,54.646840149,,23.343845657,,,,1121.0,71.219822109,153.0,10.573600553,21.324863884,26.527525711,19.0,0.5747126437,81.0,2.4500907441,5.0,0.1512401694,1.0,0.0302480339,700.0,21.173623714,2500.0,75.620084694,70.0,2.2194039315,50.816696915,3320.0,100.0
Rural,Noncore,Coleman,48083,Counties not within micropolitan statistical areas,10697.149483,,,10576.380214,17.882673172,3.8349188834,3.748971811,11.016949153,,,10.619469027,15.928049117,28.1,6.7,26.1,65.902192243,16.555144616,2.0,16.0,12.5,30.0,359.8,54.354539839,,57.851239669,52.826691381,1303.0,20.448838669,5.0,59.38242,2.0,23.724790000000002,1.0,11.8624,,,2715.0,,32.0,,29.0,33.0,23.0,,15.0,23.0,96.0,88.9,911.0,1750.0,52.057142857,136.0,3070.0,4.4299674267,,,22.268041237,28.888888889,78636.0,17734.0,4.4341942032,652.0,1833.0,35.570103655,22.0,26.128266033,11.5,211.47480691,29.0,68.78394725,7.8,12.775330396,11.56626506,0.8516886931,0.4111600587,87.813072694,,,,2875.0,26.4,74.519287059,,,,163.0,484.6,,,479.3434068,,,,,,,,,,,11.85683346,11.812937428,11.8,6.0,84.8,1530.0,18.1,753.85216331,8.4750102677,,,12.0,20.134566016,29.982088182,216.0,11.458885942,59.31198,,35596.0,,40857.0,41193.0,61.769115442,39.282854484,21.798035985,,,,2467.0,71.095100865,405.0,12.492288711,21.18623962,24.555160142,244.0,2.8944246738,118.0,1.3997627521,81.0,0.9608540925,3.0,0.0355871886,1499.0,17.78173191,6449.0,76.50059312,146.0,1.8397177419,49.525504152,4585.0,51.545812254
Rural,Noncore,Collingsworth,48087,Counties not within micropolitan statistical areas,8649.5098524,,,,22.032213515,4.186692966,3.9463250268,7.2796934866,,,,17.313123728,28.1,7.9,23.5,68.956493294,16.478930113,3.0,3.0,,,,36.734693878,,51.987767584,28.248587571,726.0,,,,0.0,0.0,,,7738.0,,,,31.0,,14.0,36.0,,,,,,97.8,273.0,712.0,38.342696629,42.0,1159.0,3.6238136324,28.1,,34.972677596,4.4585987261,77278.0,23074.0,3.3491375574,216.0,737.0,29.308005427,8.0,26.525198939,5.0,162.12710765,17.0,112.11501682,7.3,11.711711712,11.081081081,2.1621621622,0.3603603604,86.336779911,,,,1169.0,16.7,76.100656006,,,,46.0,434.8,,,,,,,,,,,,,,13.299992702,12.75781988,11.1,,,430.0,14.3,80.866869809,2.6453015966,,,,,32.09150422,159.0,18.838862559,133.91363,,39809.0,21131.0,42857.0,52222.0,62.273476112,,,,,,883.0,80.345768881,96.0,9.4210009814,26.715768329,18.27920991,152.0,5.088717777,89.0,,16.0,0.5356545028,0.0,0.0,1020.0,34.147974556,1722.0,57.649815869,170.0,6.0240963855,51.556745899,3057.0,100.0
Rural,Noncore,Colorado,48089,Counties not within micropolitan statistical areas,8387.23061,11327.305746,8509.9282052,7496.8036316,18.209038384,3.6828701435,3.5376237258,8.6177951875,12.554112554,7.2796934866,8.9709762533,14.637286936,28.3,7.5,24.2,61.396953147,17.020075662,7.0,52.0,13.461538462,90.0,431.2,35.163881051,44.117647059,47.200878156,22.243713733,3218.0,19.633923124,12.0,57.0912,5.0,23.54936,3.0,14.12962,5417.0,6827.0,6291.0,5189.0,31.0,34.0,17.0,32.0,29.0,18.0,30.0,30.0,269.0,85.9,2194.0,4057.0,54.079368992,387.0,10080.0,3.8392857143,23.0,30.235602094,14.681970349,5.9322033898,100607.0,23019.0,4.37060689,1615.0,4883.0,33.073929961,35.0,16.651600932,46.0,220.73466254,95.0,90.829126511,9.7,10.38536904,8.0901856764,2.4167210973,0.2482037884,85.813111963,,75.304279545,86.699206833,8063.0,26.0,77.496679294,71.402978708,79.408920812,78.655634589,317.0,390.0,671.84270229,366.93195556,348.98308904,10.0,51.843019337,,,,,,,,,11.351580126,11.10192447,11.8,24.0,137.7,3100.0,14.9,1311.9009438,6.2848564905,,,38.0,26.008870394,30.884743736,681.0,13.495838288,28.259230000000002,,49100.0,28859.0,51612.0,54926.0,64.458345181,27.673920059,24.33877797,,15.0,14.3,6240.0,82.072865974,448.0,6.1912658928,23.125470987,21.486435569,2533.0,11.930105501,234.0,1.1021100226,170.0,0.8006782216,16.0,0.0753579503,6344.0,29.87942728,11958.0,56.320648078,953.0,4.8602611179,50.014129616,13070.0,62.613777906
