URCS,URCS Name,County,FIPS,URCS description,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
Rural,Noncore,Mills,48333,Counties not within micropolitan statistical areas,7257.2244246,,,,16.796960627,3.6716883068,3.6767317695,9.1836734694,,,,13.992219033,28.2,7.2,26.4,24.169367909,16.378567509,2.0,12.0,16.666666667,6.0,122.4,35.746201966,,37.037037037,36.363636364,846.0,24.02044293,1.0,20.37905,2.0,40.64215,5.0,,7775.0,,4495.0,7765.0,33.0,,,,14.0,,16.0,13.0,,,453.0,742.0,61.051212938,67.0,1917.0,3.4950443401,22.7,,25.316455696,17.582417582,86014.0,17412.0,4.9399264875,260.0,1067.0,24.367385192,9.0,18.341145303,1.5,30.590394616,19.0,77.535196899,8.2,12.972972973,10.055248619,2.3783783784,1.3513513514,78.781827259,,,,1578.0,16.5,79.107463361,,,,77.0,371.1,,,,,,,,,,,,,,11.194189328,11.386859773,11.9,,,720.0,14.8,470.43899389,9.5307737823,,,,,30.213183298,186.0,17.399438728,60.96322,,42463.0,,,,60.812425329,,,,,,1553.0,84.724495363,167.0,9.5319634703,21.052631579,27.230237757,40.0,0.8128429181,49.0,0.9957325747,20.0,0.4064214591,1.0,0.020321073,916.0,18.614102825,3890.0,79.048973786,165.0,3.4868977177,50.477545214,4936.0,100.0
Rural,Noncore,Mitchell,48335,Counties not within micropolitan statistical areas,10473.106906,,8029.2066085,14526.217505,17.352424354,3.3658207425,,9.0647482014,,10.333333333,8.0332409972,14.320149968,30.5,7.9,22.8,,,6.0,18.0,33.333333333,26.0,286.8,64.242424242,,80.85106383,52.631578947,1134.0,20.060145056,3.0,34.40367,1.0,11.80916,,,5107.0,,5485.0,5190.0,19.0,,17.0,20.0,13.0,,9.0,14.0,96.0,97.2,960.0,2838.0,33.826638478,139.0,2531.0,5.4919004346,26.5,,6.962785114,11.126187246,102068.0,26380.0,3.8691432904,692.0,1639.0,42.220866382,11.0,12.614678899,16.0,173.52638143,35.0,78.242013726,7.4,7.0780399274,5.4525627045,1.2341197822,0.5444646098,78.443551334,,75.500588928,83.248730964,2147.0,28.3,73.896398638,,75.257566319,71.236174438,139.0,519.9,,437.073816,635.41444376,,,,,,,,,,,10.314217025,9.7719394273,9.4,,,1200.0,13.3,400.9270059,4.2638201202,,,14.0,22.048980235,31.563133053,214.0,11.82320442,35.42749,,41512.0,,46991.0,54636.0,56.436314363,20.230310956,18.204778853,,,,2005.0,75.97574839,124.0,4.9050632911,21.114785073,14.832309872,828.0,9.7779877185,147.0,1.7359470949,57.0,0.6731223429,9.0,0.1062824752,3342.0,39.466225791,4108.0,48.512045347,335.0,4.0288634997,,3455.0,36.74359247
Rural,Noncore,Montague,48337,Counties not within micropolitan statistical areas,10350.731585,,,,15.550754826,3.655646838,3.7579847656,7.6971608833,,9.6899224806,7.4615384615,16.028747585,27.8,6.9,26.2,44.135098129,17.530648436,9.0,20.0,45.0,29.0,150.6,37.906976744,,32.828282828,39.940387481,3251.0,21.488531958,6.0,30.905530000000002,6.0,30.707819999999998,5.0,25.589850000000002,4465.0,,,,28.0,,,,23.0,,12.0,23.0,205.0,95.8,2098.0,4074.0,51.497299951,365.0,9083.0,4.0184960916,22.2,,52.509179927,15.40945113,91301.0,20500.0,4.4537073171,1089.0,4418.0,24.649162517,33.0,16.99804265,30.5,166.30316249,87.0,89.566989931,9.1,14.330218069,10.188916877,2.230529595,2.6168224299,83.040635816,,79.785330948,82.015065913,6478.0,31.3,74.895956933,,81.549741329,74.07445753,364.0,481.3,,,,12.0,67.552353074,,,,,,,,,11.145725617,11.607251041,11.3,14.0,86.8,3480.0,17.9,1369.4299773,6.9447232483,,,29.0,21.259594308,30.207720291,644.0,13.90328152,15.353909999999999,,47590.0,,36215.0,47621.0,55.638872226,,18.270712816,,20.0,20.6,5784.0,71.904525112,773.0,10.368879946,22.728901172,22.124980808,96.0,0.4913250422,281.0,1.4381493423,80.0,0.4094375352,6.0,0.0307078151,2207.0,11.295358002,16737.0,85.65945033,447.0,2.4451616432,50.739546548,11623.0,58.943151275
Rural,Noncore,Morris,48343,Counties not within micropolitan statistical areas,14030.677613,,,13740.44203,17.737498067,3.7201562094,3.7227043251,10.516605166,,7.2727272727,9.1454272864,16.020425236,31.5,6.2,27.4,37.83825576,17.14860275,4.0,18.0,22.222222222,58.0,463.4,43.68752314,46.134663342,48.780487805,41.778975741,1942.0,19.828466408,2.0,15.88184,6.0,48.12706,3.0,24.06353,5553.0,7690.0,,5258.0,35.0,27.0,21.0,37.0,41.0,26.0,31.0,44.0,145.0,95.4,1494.0,3010.0,49.634551495,402.0,4653.0,,29.5,30.747922438,47.333333333,10.446821901,83620.0,19927.0,4.1963165554,633.0,2873.0,22.032718413,25.0,19.852298896,40.5,320.06954598,55.0,87.090082815,9.8,12.815338042,7.1370143149,4.7426841574,1.7154389506,87.052117264,,,89.670170352,4276.0,32.8,72.860513012,71.142486659,,72.667350153,265.0,596.0,705.49578747,,596.38564222,10.0,,,,,,,,,,11.423156468,11.725784149,12.6,15.0,143.2,3140.0,,89.005297604,0.6881498191,,,26.0,29.283236473,33.293135157,317.0,10.723951286,32.084700000000005,,39627.0,29421.0,39236.0,48070.0,74.784810127,13.071519215,16.019264539,,,,3732.0,74.28343949,366.0,7.5682382134,23.084944253,21.448624368,2804.0,,161.0,1.2914093206,76.0,0.6096093687,14.0,0.1122964627,1242.0,9.9623004732,7960.0,63.848560199,204.0,1.7383894333,52.049410444,10143.0,78.421215401
Rural,Noncore,Motley,48345,Counties not within micropolitan statistical areas,,,,,17.89438852,3.8270642036,3.7805995874,,,,,15.312082845,27.6,6.7,23.9,24.958677686,16.171364202,1.0,2.0,50.0,,,,,,,210.0,25.70379437,0.0,0.0,0.0,0.0,,,4633.0,,,,31.0,,,,26.0,,,,,100.0,155.0,240.0,64.583333333,18.0,490.0,3.6734693878,32.1,,6.3291139241,11.111111111,79667.0,19346.0,4.1180088907,100.0,266.0,37.593984962,7.0,,0.0,0.0,,,7.0,6.7415730337,2.7586206897,3.1460674157,1.797752809,82.840236686,,,,420.0,27.8,,,,,30.0,571.9,,,,,,,,,,,,,,11.897525346,11.892829521,12.2,,,180.0,17.3,115.48241578,9.5440013044,,,,,29.577195994,42.0,18.502202643,81.30081,,36782.0,,41705.0,37917.0,74.213836478,,,,,,336.0,71.641791045,15.0,3.6674816626,18.455284553,29.918699187,29.0,2.3577235772,27.0,2.1951219512,2.0,0.162601626,0.0,0.0,207.0,16.829268293,975.0,79.268292683,3.0,0.2851711027,48.699186992,1210.0,100.0
Rural,Noncore,Ochiltree,48357,Counties not within micropolitan statistical areas,6601.64049,,,,19.999279115,3.7573978558,3.6005433361,6.7292644757,,5.75,8.4415584416,15.497974799,30.3,8.7,26.5,88.310672014,19.757595116,1.0,16.0,6.25,30.0,279.1,60.862555421,,69.98654105,48.17987152,2438.0,26.615720524,4.0,38.81234,4.0,39.710119999999996,3.0,29.782590000000003,5749.0,,3155.0,5846.0,30.0,,36.0,29.0,30.0,,19.0,32.0,174.0,91.1,1288.0,2753.0,46.7853251,166.0,4504.0,3.6856127886,18.6,,13.02801245,14.201183432,97600.0,25829.0,3.7786983623,577.0,3314.0,17.410983705,20.0,19.406171162,29.5,269.61568341,50.0,94.89466692,7.1,13.937753721,7.1487039563,5.9539918809,0.9472259811,76.056955093,,69.588045234,82.074221339,3472.0,13.2,76.99646492,,88.284296008,73.722722812,110.0,368.8,,,,,,,,,,,,,,11.715975667,11.139081926,9.7,,,1050.0,10.0,232.2871779,2.2722016815,,,27.0,36.512143669,32.388180794,629.0,18.343540391,19.855059999999998,,58962.0,,48321.0,52689.0,62.103004292,,7.6277964139,,,,2562.0,72.189349112,294.0,8.7473966082,,10.940137,49.0,0.4864489229,173.0,1.7174625236,64.0,0.6353618584,8.0,0.0794202323,5489.0,54.49220689,4309.0,42.777722625,1071.0,11.181875131,49.161123796,1422.0,13.90981121
Rural,Noncore,Panola,48365,Counties not within micropolitan statistical areas,10431.727382,,,9003.8273435,16.799084755,3.5573136778,3.5556272155,8.072407045,15.032679739,6.0070671378,6.968641115,15.665639509,,6.4,26.8,39.380568163,18.307187865,12.0,51.0,23.529411765,85.0,357.7,44.500723589,41.543026706,70.054945055,42.218543046,3283.0,17.307185408,8.0,34.05415,6.0,25.814220000000002,2.0,8.60474,6369.0,5366.0,,6715.0,31.0,28.0,,32.0,36.0,25.0,43.0,38.0,277.0,89.3,3345.0,5700.0,58.684210526,564.0,10320.0,5.4651162791,21.4,26.43020595,35.757575758,17.896475771,98680.0,20356.0,4.8477107487,1663.0,5351.0,31.078303121,26.0,11.06759748,67.5,282.66923512,112.0,94.802776367,10.0,10.700280112,7.3295454545,2.6330532213,1.0084033613,89.214175655,,80.979591837,89.341952594,8685.0,35.0,74.904948617,69.977235005,83.36351585,75.802154806,391.0,462.6,691.38442608,,430.36812039,,,,,,,,,,,10.914300345,11.243003615,12.1,25.0,127.1,4870.0,20.5,1634.36381,6.868229156,,,,40.30851051,30.873014219,591.0,10.156384258,17.20948,,48971.0,29938.0,36922.0,54402.0,50.685279188,28.491432332,26.398462017,,22.0,18.6,6995.0,77.446855624,748.0,8.9527229204,23.56408381,18.444262789,,15.591791077,160.0,0.688379297,181.0,0.7787290797,13.0,0.0559308179,2034.0,8.751021813,17004.0,73.157509788,314.0,1.4204288428,50.67762337,17304.0,72.718103883
Rural,Noncore,Parmer,48369,Counties not within micropolitan statistical areas,7152.6112997,,5878.7809612,10055.379485,23.113232767,3.9690485227,3.6234527169,6.69527897,,7.3085846868,5.2083333333,15.581490136,31.7,7.4,23.7,74.379199533,17.656786055,1.0,12.0,8.3333333333,35.0,359.0,46.646106399,,59.206952743,16.574585635,2121.0,25.118427286,2.0,20.45827,1.0,10.160540000000001,,,4544.0,,4760.0,4139.0,38.0,,37.0,39.0,26.0,,17.0,29.0,140.0,96.5,895.0,2446.0,36.590351594,122.0,4913.0,2.483207816,18.4,63.888888889,33.596837945,7.5912408759,95125.0,24131.0,3.9420247814,856.0,2853.0,30.003505082,15.0,15.343698854,8.0,81.728559023,24.0,48.740861089,7.0,13.178294574,7.0,6.3565891473,0.5891472868,76.654411765,,67.651235444,80.968468468,3336.0,11.9,79.158756566,,84.568085066,76.588924884,92.0,321.7,,269.47507719,409.26724065,,,,,,,,,,,12.606001855,11.519319082,10.0,6.0,77.7,820.0,8.2,2047.0221664,19.933997141,,,10.0,14.3358899,32.357613889,418.0,14.448669202,60.96322,,48189.0,51150.0,44625.0,55313.0,71.326013514,11.304607424,31.254854887,,,,2221.0,68.932340161,230.0,7.7051926298,29.038813249,13.716724243,108.0,1.0973379394,159.0,1.6155252997,72.0,0.7315586263,,,6245.0,63.452550295,3363.0,34.16988417,1179.0,12.946085429,48.171103434,6163.0,60.015580874
Rural,Noncore,Pecos,48371,Counties not within micropolitan statistical areas,6211.6357041,,5773.900219,7901.3214148,20.24910281,3.4755707103,,9.4949494949,,10.182767624,5.9800664452,13.820320011,32.4,8.9,23.2,60.87573354,19.818343739,13.0,,20.3125,56.0,345.6,71.949286846,,75.486381323,57.199211045,2577.0,21.628199748,7.0,43.832190000000004,4.0,25.585259999999998,3.0,19.18895,6652.0,,6260.0,7342.0,19.0,,20.0,17.0,12.0,,10.0,13.0,210.0,,1588.0,4726.0,33.601354211,294.0,6515.0,4.5126630852,26.2,,12.451861361,8.0568720379,95652.0,19824.0,4.8250605327,831.0,3820.0,21.753926702,18.0,11.271133375,56.0,348.41037765,49.0,61.715178155,7.0,12.442396313,6.7599067599,5.5299539171,0.2304147465,79.214511566,,79.985635624,84.584980237,4760.0,17.9,78.191045718,,79.572875815,75.796711598,172.0,343.5,,316.50589689,419.44389419,10.0,63.665881454,,,,,,,,,10.929579056,9.8905685012,9.8,14.0,107.4,1110.0,7.0,920.5118617,5.9361053827,,,27.0,24.383195463,32.912594921,539.0,13.047688211,83.1521,,44352.0,,43697.0,58929.0,63.636363636,53.138412017,24.597456569,,,,3075.0,69.570135747,236.0,5.7645334636,24.22284764,13.285147755,567.0,3.6267110145,207.0,1.3240373545,160.0,1.0234105155,14.0,0.0895484201,,68.837149802,3995.0,25.55328131,,9.4726827942,43.232697966,6168.0,39.77558522
Rural,Noncore,Polk,48373,Counties not within micropolitan statistical areas,10888.83145,9292.114408,6229.2322894,12510.561117,19.017364701,3.8112872141,3.7923252909,7.6379066478,13.311688312,7.1097372488,7.0993914807,17.256215244,,6.1,26.9,41.067535728,17.477043861,12.0,,17.910447761,,321.5,54.845456658,52.529182879,46.190761848,59.120403749,,21.903908418,,52.174640000000004,,32.54546,,34.57955,3136.0,4281.0,,3135.0,39.0,,33.0,40.0,43.0,30.0,36.0,43.0,,92.1,,,42.288511267,,,6.0166332091,28.7,43.065693431,33.518987342,30.945223781,88500.0,18561.0,4.7680620656,,,45.983119725,,9.3914350113,,286.01422573,,114.02218558,9.9,15.102974828,9.97108155,3.7185354691,2.0594965675,77.661253947,,78.333333333,76.780213807,,35.1,73.339719875,,83.34245001,72.103891214,,520.4,501.2516855,327.50102739,566.36946632,,51.370302828,,,,,,,,,11.82194848,11.872586988,12.0,,421.6,,19.4,,11.768499933,,,,30.553009471,32.341666777,,11.660916708,44.75001,,44596.0,33234.0,35787.0,47619.0,67.647483052,47.306943874,42.754308877,,,17.4,,76.695780399,,11.561382598,20.536186485,18.656686058,,9.9690818112,,2.2924209756,,0.7749888125,,0.0813636549,7525.0,15.30653757,,70.896220658,,3.3446622701,46.068101379,,77.638561645
Rural,Noncore,Presidio,48377,Counties not within micropolitan statistical areas,4545.7709065,,,,,,3.9371366706,7.5794621027,,,,15.982570474,27.6,4.8,25.9,81.862368892,,1.0,4.0,25.0,24.0,349.0,73.11827957,,,,1568.0,,3.0,43.11584,,,3.0,41.92286,4463.0,,4398.0,6233.0,22.0,,22.0,24.0,13.0,,12.0,17.0,142.0,93.8,654.0,1370.0,47.737226277,283.0,3024.0,,32.3,,36.873868437,28.455284553,,11510.0,5.4079061685,638.0,2017.0,31.63113535,7.0,10.060362173,6.0,87.171291588,18.0,51.184348964,5.9,11.19544592,4.2248062016,6.6413662239,0.3795066414,,,,,1285.0,19.1,90.00293206,,,,57.0,241.4,,,,,,,,,,,,,,,13.132766206,12.0,6.0,108.2,810.0,11.3,,,,,,,32.125989372,277.0,14.344899016,41.92286,,29761.0,,23009.0,47188.0,,,10.155568267,,,,1543.0,59.598300502,116.0,4.8596564726,26.718837339,22.61039687,66.0,0.9223029625,99.0,1.3834544438,198.0,,1.0,0.0139742873,5982.0,,845.0,,,,49.06372275,3164.0,40.470708621
Rural,Noncore,Rains,48379,Counties not within micropolitan statistical areas,9583.0569888,,,,14.401794728,3.3946464693,3.5555681451,5.6100981767,,,,14.392804326,30.4,,24.0,20.789811252,18.574455781,2.0,10.0,20.0,28.0,250.9,31.797235023,,34.375,33.509700176,1817.0,21.15250291,2.0,17.67721,1.0,8.501959999999999,5.0,42.50978,5965.0,11720.0,,5995.0,37.0,,,,34.0,8.0,26.0,34.0,120.0,92.0,1143.0,2359.0,48.452734209,200.0,5666.0,3.5298270385,26.1,,27.528089888,16.666666667,85797.0,20787.0,4.1274354164,832.0,2355.0,35.329087049,13.0,11.490189146,12.5,111.83680773,43.0,76.330457628,10.0,17.380952381,12.454655381,3.5714285714,1.7857142857,80.72128228,,,,3626.0,,75.757019777,,,,222.0,444.4,,,,,,,,,,,,,,10.254757805,10.847250603,13.6,10.0,104.1,1770.0,16.0,,,,,15.0,19.148284314,29.162574309,318.0,13.730569948,17.00391,,43403.0,,44375.0,49375.0,58.659549229,13.560111783,8.3569998365,,,,3346.0,77.221324717,499.0,12.099903007,19.452474069,24.366604319,273.0,2.3210338378,129.0,1.096752253,114.0,0.9692229213,5.0,0.0425097772,1067.0,9.0715864649,10054.0,85.478660092,79.0,0.7382487618,50.289066485,10175.0,93.228880337
Rural,Noncore,Reagan,48383,Counties not within micropolitan statistical areas,7430.3206186,,,,23.576610618,3.9545971198,3.5367136439,6.8337129841,,,,15.889449217,29.1,8.8,22.0,92.871992872,18.099766436,3.0,16.0,18.75,17.0,448.3,63.725490196,,68.35443038,47.169811321,696.0,21.722846442,2.0,55.432370000000006,0.0,0.0,,,4439.0,,,,19.0,,17.0,24.0,20.0,,17.0,23.0,,95.8,453.0,1055.0,42.938388626,68.0,1772.0,3.8374717833,17.8,,34.105960265,10.429447853,115548.0,25283.0,4.5701855001,379.0,1069.0,35.453695042,7.0,19.401330377,2.0,52.847139649,14.0,75.815011372,7.2,14.403292181,10.699588477,3.2098765432,0.329218107,80.362361192,,79.529737206,82.140274765,1375.0,16.5,76.254258118,,,,43.0,407.1,,,,,,,,,,,,,,12.627543756,11.307083252,9.0,,,340.0,9.5,74.185234497,2.2033036679,,,,,32.742056042,152.0,13.523131673,26.954179999999997,,58168.0,22917.0,52745.0,,60.634547591,,,,,,823.0,70.281810418,99.0,8.7765957447,29.460916442,11.239892183,88.0,2.371967655,44.0,1.1859838275,21.0,0.5660377358,0.0,0.0,2541.0,68.490566038,1007.0,27.142857143,491.0,14.092996556,46.549865229,448.0,13.305613306
Rural,Noncore,Real,48385,Counties not within micropolitan statistical areas,,,,,19.492676874,3.8728089698,3.8027113655,6.8825910931,,,,14.765280441,28.6,,27.2,77.666968873,15.229469463,5.0,15.0,33.333333333,4.0,121.0,40.372670807,,56.818181818,32.448377581,578.0,24.481152054,1.0,29.50723,2.0,58.32604,2.0,58.32604,4426.0,,2406.0,4140.0,34.0,,41.0,33.0,31.0,,27.0,31.0,,,245.0,474.0,51.687763713,60.0,1049.0,5.7197330791,36.6,,32.31441048,34.352941176,74500.0,15660.0,4.7573435504,402.0,652.0,,10.0,29.507229271,3.0,89.86071589,15.0,89.041909059,7.5,10.204081633,7.3492981007,2.693877551,0.8163265306,,,,,782.0,22.4,77.031001181,,,,76.0,474.1,,,,,,,,,,,,,,12.191119191,12.003658713,12.8,,,570.0,16.9,1494.9151711,,,,12.0,50.759274142,29.834592743,81.0,13.567839196,87.48906,,36146.0,,26458.0,37531.0,68.493150685,,,,,,862.0,76.758682102,113.0,10.907335907,16.943715369,28.842228055,25.0,0.7290755322,59.0,1.7206182561,12.0,0.3499562555,12.0,,945.0,27.559055118,2364.0,68.941382327,97.0,3.1000319591,49.956255468,3309.0,100.0
Rural,Noncore,Red River,48387,Counties not within micropolitan statistical areas,11152.82879,11091.819516,,11801.890338,20.236246551,4.1239135462,3.8488974387,9.3258426966,,,8.6319218241,16.321978651,,5.2,,35.754276827,16.087258798,6.0,17.0,35.294117647,42.0,337.2,45.743329098,50.45045045,63.636363636,41.746949261,1887.0,20.526487545,2.0,16.38404,3.0,24.531850000000002,3.0,24.531850000000002,5531.0,6464.0,,5186.0,31.0,32.0,45.0,30.0,48.0,37.0,,49.0,,97.4,1322.0,2627.0,50.323563,270.0,5215.0,5.1773729626,27.9,11.585365854,,11.097099622,73605.0,15540.0,4.7364864865,820.0,2458.0,33.360455655,17.0,13.926435652,37.0,296.78350846,60.0,97.076382934,9.8,13.570741097,11.478599222,1.7131857555,1.9249278152,82.986406117,,,,3907.0,,75.166669744,,,74.791629015,254.0,504.8,643.27623916,,499.58575741,,,,,,,,,,,12.56165959,12.083443601,,17.0,160.7,2630.0,21.1,2368.5774065,18.418175789,,,33.0,37.842300812,29.963563387,298.0,11.92,,,35643.0,34028.0,19948.0,36369.0,65.480769231,46.619778558,36.174715188,,13.0,21.0,3956.0,75.81448831,578.0,11.793511528,19.82173522,24.270177447,2000.0,,205.0,1.6763431188,46.0,0.3761550413,1.0,0.0081772835,928.0,7.588519094,8930.0,73.023141712,14.0,0.118363206,51.197972034,9739.0,75.730948678
Rural,Noncore,Refugio,48391,Counties not within micropolitan statistical areas,10596.619699,,8354.5065498,14171.823363,21.039317968,3.7715060952,3.5517986256,8.025682183,,8.3582089552,6.374501992,14.058430684,28.5,7.8,25.0,39.049167005,16.541076254,4.0,34.0,11.764705882,31.0,425.3,50.33557047,,56.32183908,45.627376426,977.0,17.029806519,1.0,13.659340000000002,2.0,27.68549,2.0,27.68549,6241.0,1716.0,7076.0,6069.0,37.0,30.0,41.0,37.0,24.0,15.0,20.0,27.0,,95.3,846.0,1526.0,55.439056356,180.0,3112.0,5.7840616967,26.4,29.67032967,31.34765625,16.081330869,92375.0,19369.0,4.7692188549,599.0,1725.0,34.724637681,11.0,15.025269772,24.5,335.66241951,36.0,98.789824648,9.3,11.796733212,7.0906432749,5.0816696915,1.2704174229,82.887886151,,81.323283082,85.813415574,2388.0,34.2,75.035813858,,77.960195067,72.344211056,141.0,521.3,,409.97358888,653.53682517,,,,,,,,,,,11.816666182,11.116491685,11.8,,,910.0,12.5,518.32136651,7.0204708995,,,20.0,39.222607911,31.534267716,177.0,9.7199341021,41.52824,,42898.0,51250.0,36449.0,58193.0,61.829878485,31.002740022,20.06413734,,,,1947.0,72.271714922,223.0,9.1920857378,23.477297896,21.566998893,412.0,5.7032115172,75.0,1.0382059801,64.0,0.8859357697,0.0,0.0,3611.0,49.986157254,3029.0,41.929678848,122.0,1.785975699,51.079734219,4480.0,60.679940404
Rural,Noncore,Roberts,48393,Counties not within micropolitan statistical areas,,,,,11.953412632,,3.2432208417,,,,,12.961483644,27.5,7.1,22.5,69.321851453,,4.0,11.0,36.363636364,,,,,,,76.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,100.0,144.0,210.0,,16.0,437.0,3.6613272311,,,,,115667.0,,,61.0,229.0,26.637554585,2.0,21.834061135,1.0,115.80775912,,,6.8,,,1.1428571429,2.2857142857,77.664974619,,,,306.0,32.7,,,,,,,,,,,,,,,,,,,,8.9403170896,9.7138155733,10.8,,,130.0,14.1,108.26585,11.654020452,,,,,29.07496253,21.0,8.8235294118,0.0,,,,,,,,,,,,242.0,74.233128834,11.0,3.8062283737,25.799573561,19.189765458,0.0,0.0,7.0,0.7462686567,3.0,0.3198294243,0.0,0.0,106.0,11.300639659,805.0,85.820895522,0.0,0.0,49.893390192,929.0,100.0
Rural,Noncore,Runnels,48399,Counties not within micropolitan statistical areas,7813.7872537,,7128.2966749,8343.5633133,19.137719712,3.8050739506,3.6256420423,7.9893475366,,9.5394736842,6.9444444444,15.20529071,30.1,7.2,24.8,47.481192267,17.123772739,7.0,16.0,43.75,21.0,199.0,37.824054399,,49.210770659,29.585798817,1624.0,19.965576592,7.0,66.99847,2.0,19.48178,3.0,29.222679999999997,5697.0,,4412.0,5953.0,30.0,,19.0,33.0,33.0,21.0,28.0,34.0,140.0,97.0,997.0,2240.0,44.508928571,172.0,4563.0,3.7694499233,26.1,,20.345489443,21.576763485,90633.0,18618.0,4.8680309378,923.0,2335.0,39.528907923,20.0,19.142419602,18.0,172.53774263,40.0,76.937872668,7.8,8.367071525,6.6575342466,0.4048582996,1.3495276653,82.949308756,,81.00810081,85.159010601,3420.0,26.5,77.036302574,,78.877087317,76.477202264,171.0,424.6,,376.33226452,450.05966029,,,,,,,,,,,11.848494051,11.559238244,12.4,8.0,90.9,1440.0,13.9,1204.0670847,11.466213548,,,20.0,27.411153598,31.562635707,288.0,11.487834065,68.18625,,41830.0,,40230.0,42476.0,57.128858403,,17.971311167,,,,2714.0,71.779952394,323.0,8.895621041,23.280732515,20.670173388,206.0,2.0066238067,162.0,1.578024547,100.0,0.9740892266,5.0,0.0487044613,3524.0,34.326904344,6327.0,61.630625365,88.0,0.9115392583,49.210987726,4280.0,40.758023045
Rural,Noncore,Sabine,48403,Counties not within micropolitan statistical areas,12150.073587,,,11871.577123,18.433942569,4.0528974412,3.9841311494,7.4626865672,,,,17.334849694,,6.0,28.2,84.705556581,15.059233105,5.0,19.0,26.315789474,28.0,270.1,43.774319066,54.455445545,,41.954022989,1389.0,19.222252975,3.0,29.117729999999998,4.0,38.23726,1.0,9.559320000000001,4594.0,1896.0,,4562.0,31.0,21.0,,31.0,34.0,14.0,38.0,35.0,145.0,92.2,794.0,1998.0,39.73973974,303.0,3538.0,,31.0,,,27.535211268,72051.0,17602.0,4.0933416657,513.0,1871.0,27.418492785,14.0,13.58827526,31.5,332.68205101,68.0,131.16524892,9.2,14.624505929,11.290322581,5.0065876153,0.0,86.878539962,,,,2761.0,22.1,74.105846278,,,,268.0,564.4,,,551.00510978,,,,,,,,,,,12.699425348,12.832286062,13.0,9.0,99.6,2400.0,23.1,638.41296539,5.8926801309,,,28.0,38.347759395,30.926440529,246.0,12.250996016,95.59316,,37770.0,20192.0,23421.0,34886.0,67.518427518,2.8892307559,4.9848091951,,,,3353.0,87.982156914,445.0,12.272476558,18.889207533,,719.0,6.8731478826,85.0,0.812541822,39.0,0.3728133066,6.0,0.0573558933,467.0,4.4642003633,9012.0,86.148551764,28.0,0.2818602778,50.836440111,10834.0,100.0
